newscan,angle,distance
0,104.921875,2624.5
0,107.515625,2441.25
0,110.25,2220.75
0,112.953125,2075.0
0,115.6875,1869.25
0,118.421875,1781.0
0,121.0625,1723.75
0,123.875,1603.25
0,126.5,1588.75
0,129.234375,1517.25
0,255.3125,352.75
0,260.546875,371.75
0,263.046875,362.0
0,266.140625,364.0
0,268.734375,367.25
0,271.0,370.5
0,273.90625,375.0
0,276.34375,380.75
0,279.234375,386.75
0,281.796875,393.75
0,284.125,402.75
0,286.671875,412.0
0,289.6875,401.25
0,296.5625,0.0
0,299.234375,0.0
0,296.484375,543.0
0,299.109375,564.75
0,301.515625,590.25
0,304.03125,617.25
0,306.765625,646.75
0,309.140625,685.25
0,311.734375,725.25
0,314.25,774.25
0,316.8125,834.0
0,319.34375,901.75
0,321.828125,986.5
0,324.53125,1089.75
0,327.1875,1131.5
0,329.78125,1162.25
0,332.296875,1393.25
0,339.828125,2646.0
0,342.4375,3071.5
0,345.0625,3483.0
0,347.65625,3622.75
1,350.296875,4054.75
0,352.953125,4066.75
0,356.28125,1494.75
0,358.875,1499.0
0,1.546875,1509.0
0,11.296875,0.0
0,13.96875,0.0
0,9.015625,3951.25
0,16.828125,6355.25
0,19.515625,6013.5
0,22.234375,4760.25
0,26.203125,931.25
0,28.828125,922.0
0,31.53125,895.0
0,34.21875,885.25
0,36.921875,907.5
0,39.5,911.75
0,42.125,936.25
0,44.71875,965.0
0,47.359375,1048.0
0,59.28125,0.0
0,54.375,3309.0
0,57.0625,3252.5
0,59.640625,3193.75
0,62.28125,3152.0
0,64.9375,3120.25
0,67.578125,3209.5
0,70.25,3189.0
0,72.90625,3179.0
0,75.546875,3154.75
0,78.203125,3155.25
0,80.84375,3162.75
0,83.625,3179.0
0,86.265625,3202.0
0,88.9375,3227.5
0,91.59375,3261.5
0,94.265625,3302.75
0,96.921875,3349.75
0,99.59375,3316.0
0,102.3125,2844.25
0,105.015625,2611.25
0,107.640625,2450.5
0,110.359375,2227.25
0,113.0625,2075.5
0,115.75,1866.75
0,118.453125,1781.25
0,121.15625,1707.25
0,123.875,1595.5
0,126.515625,1589.0
0,129.234375,1517.5
0,194.578125,199.25
0,254.90625,349.75
0,262.734375,361.75
0,264.984375,364.0
0,267.96875,366.25
0,270.671875,370.0
0,273.28125,374.25
0,275.703125,379.25
0,278.484375,385.0
0,281.046875,392.5
0,283.421875,400.75
0,286.3125,410.5
0,288.9375,399.25
0,295.828125,0.0
0,298.484375,0.0
0,295.78125,539.5
0,298.484375,558.75
0,300.890625,581.5
0,303.296875,607.75
0,305.859375,638.0
0,308.40625,672.75
0,311.0,712.25
0,313.484375,758.25
0,316.0,812.25
0,318.515625,877.75
0,321.078125,953.75
0,323.703125,1051.25
0,326.203125,1134.0
