newscan,angle,distance
0,124.359375,1577.5
0,126.984375,1535.75
0,129.609375,1513.5
0,194.078125,196.5
0,255.875,358.0
0,260.640625,367.75
0,263.5625,363.0
0,266.03125,364.75
0,268.859375,367.5
0,271.5625,371.25
0,274.015625,375.75
0,276.421875,381.0
0,278.875,387.25
0,281.46875,394.0
0,284.03125,403.0
0,286.71875,412.0
0,289.28125,401.25
0,296.328125,0.0
0,298.9375,0.0
0,296.21875,541.75
0,298.890625,561.5
0,301.234375,584.0
0,303.53125,611.75
0,306.234375,641.25
0,308.625,675.5
0,311.03125,715.25
0,313.484375,760.5
0,315.953125,815.75
0,318.515625,879.0
0,320.921875,956.5
0,323.59375,1052.5
0,326.078125,1136.25
0,328.703125,1135.25
0,331.234375,1302.0
0,340.953125,3536.75
0,343.59375,3480.25
0,348.71875,4052.25
1,351.3125,4049.25
0,353.921875,4066.0
0,357.171875,1490.5
0,359.765625,1501.0
0,2.359375,1511.0
0,7.03125,3879.75
0,9.609375,3992.0
0,17.265625,6186.75
0,19.859375,5861.0
0,25.125,5223.5
0,27.734375,4964.0
0,32.984375,4455.25
0,35.625,4285.25
0,38.25,4096.5
0,40.875,3954.25
0,43.484375,3816.5
0,46.109375,3707.0
0,48.71875,3608.0
0,51.3125,3525.75
0,53.96875,3321.25
0,56.578125,3261.0
0,59.0625,3200.5
0,61.640625,3153.0
0,64.265625,3125.25
0,66.859375,3211.5
0,69.453125,3190.0
0,72.0625,3167.25
0,74.640625,3158.0
0,77.25,3163.5
0,79.828125,3158.5
0,82.515625,3166.0
0,85.109375,3185.75
0,87.703125,3208.75
0,90.3125,3239.25
0,92.90625,3273.0
0,95.5,3320.25
0,98.125,3377.25
0,100.765625,2964.25
0,103.40625,2710.0
0,106.078125,2564.0
0,108.59375,2331.75
0,111.21875,2220.25
0,113.90625,1956.25
0,116.515625,1828.75
0,119.125,1808.75
0,121.828125,1636.0
0,124.40625,1577.25
0,127.03125,1536.25
0,129.625,1514.0
0,254.546875,349.25
0,262.484375,361.5
0,264.765625,363.75
0,267.8125,366.0
0,270.109375,369.5
0,272.546875,373.75
0,275.0,378.25
0,277.828125,383.5
0,280.0625,390.25
0,283.0,398.0
0,285.390625,407.5
0,287.78125,405.25
0,290.484375,421.0
0,297.484375,0.0
0,300.078125,0.0
0,297.375,549.5
0,299.9375,571.0
0,302.203125,595.25
0,304.53125,624.0
0,307.15625,652.75
0,309.46875,689.5
0,311.953125,730.5
0,314.4375,779.0
0,316.9375,838.25
0,319.34375,903.75
0,321.75,990.75
0,324.359375,1083.5
0,326.921875,1131.5
0,329.53125,1157.5
0,331.921875,1372.5
0,339.171875,2609.0
0,341.640625,3490.0
0,344.234375,3473.0
0,346.765625,3614.5
1,349.3125,4046.75
0,351.90625,4058.75
0,357.734375,1483.5
0,0.234375,1506.25
0,9.90625,0.0
0,12.5,0.0
0,7.46875,3867.5
0,17.609375,6192.25
0,20.203125,5890.25
0,25.40625,5208.25
0,28.0,4949.75
0,30.609375,4662.75
0,33.1875,4440.0
0,35.8125,4267.75
0,38.40625,4097.5
0,41.015625,3948.25
0,43.625,3816.5
0,46.203125,3701.75
0,48.796875,3608.75
0,51.421875,3525.0
0,54.0,3321.25
0,56.59375,3261.0
0,59.0625,3201.0
0,61.640625,3152.0
0,64.203125,3124.5
0,66.765625,3211.0
0,69.328125,3190.5
0,71.90625,3165.0
0,74.484375,3158.5
0,77.03125,3159.5
0,79.609375,3159.0
0,82.21875,3163.5
0,84.875,3184.75
0,87.453125,3203.75
0,90.03125,3240.25
0,92.59375,3267.0
0,95.171875,3314.5
0,97.734375,3365.75
0,100.34375,3201.5
0,103.0,2777.75
0,105.640625,2558.75
0,108.1875,2310.75
0,110.765625,2227.5
0,113.359375,2068.25
0,116.015625,1838.5
0,118.65625,1787.5
0,121.28125,1675.25
0,123.890625,1585.0
0,126.46875,1602.0
0,129.03125,1514.0
0,255.953125,358.0
0,260.9375,370.25
0,263.578125,362.0
0,265.640625,364.5
0,268.34375,367.0
0,270.765625,370.5
0,273.671875,374.75
0,275.71875,380.25
0,278.53125,385.5
0,280.828125,392.5
0,283.546875,401.0
0,286.0,410.5
0,288.9375,399.5
0,291.0,429.25
0,295.453125,536.5
0,297.84375,555.5
0,300.484375,576.25
0,302.609375,600.75
0,305.15625,630.25
0,307.671875,660.5
0,309.953125,698.25
0,312.40625,740.0
0,314.96875,790.5
0,317.328125,848.5
0,319.8125,915.75
0,322.21875,1002.25
0,324.765625,1107.75
0,327.359375,1126.5
0,329.90625,1162.0
0,332.25,1393.25
0,339.5,2614.25
0,341.984375,3085.25
0,344.515625,3471.75
0,347.03125,3611.25
1,349.546875,4049.25
0,352.109375,4071.5
0,355.234375,1651.5
0,357.875,1488.0
0,0.453125,1502.5
0,10.03125,0.0
0,12.609375,0.0
0,7.5625,3879.75
0,17.640625,6188.5
0,20.234375,5849.5
0,25.375,5232.5
0,27.953125,4936.75
0,33.140625,4446.5
0,35.703125,4276.5
0,38.28125,4102.25
0,40.84375,3958.25
0,43.46875,3823.5
0,46.015625,3707.75
0,48.609375,3611.75
0,51.15625,3536.25
0,53.765625,3322.25
0,56.328125,3262.5
0,58.796875,3204.25
0,61.328125,3156.75
0,63.890625,3126.25
0,66.453125,3115.75
0,69.0,3195.25
0,71.5625,3179.5
0,74.09375,3156.25
0,76.65625,3154.75
0,79.203125,3152.0
0,81.734375,3163.25
0,84.40625,3187.25
0,86.984375,3201.5
0,89.53125,3239.25
0,92.09375,3264.0
0,94.65625,3305.75
0,97.21875,3353.0
0,99.78125,3268.5
0,102.421875,2803.75
0,105.03125,2598.25
0,107.484375,2451.0
0,110.140625,2220.5
0,112.71875,2076.0
0,115.375,1865.5
0,117.953125,1769.25
0,120.484375,1784.75
0,123.09375,1656.0
0,125.71875,1600.25
0,128.296875,1517.75
0,130.84375,1527.0
0,254.234375,351.25
0,261.5,361.5
0,264.5625,363.0
0,266.59375,366.0
0,269.078125,368.0
0,272.046875,372.0
0,274.09375,376.5
0,276.828125,381.75
0,279.28125,387.75
0,281.984375,395.0
0,284.4375,403.5
0,286.84375,412.75
0,289.515625,401.25
0,296.390625,0.0
0,298.9375,0.0
0,296.28125,541.5
0,298.5625,561.0
0,300.953125,583.25
0,303.375,609.25
0,305.8125,638.0
0,308.203125,671.75
0,310.65625,708.75
0,313.171875,751.5
0,315.609375,803.25
0,317.90625,865.0
0,320.34375,934.25
0,322.734375,1025.5
0,325.375,1130.5
0,327.984375,1127.0
0,330.328125,1256.75
0,332.734375,1441.25
0,339.984375,2654.5
0,342.5,3077.25
0,344.984375,3492.25
0,347.5,3617.5
1,350.015625,4052.25
0,352.578125,4038.0
0,355.734375,1512.5
0,358.28125,1492.5
0,0.828125,1501.5
0,10.421875,0.0
0,12.984375,0.0
0,7.90625,3885.75
0,12.984375,3726.5
0,17.921875,6442.0
0,20.484375,5862.5
0,25.625,5152.75
0,28.171875,4927.5
0,30.734375,4659.75
0,33.3125,4436.0
0,35.890625,4259.75
0,38.46875,4090.0
0,41.03125,3946.75
0,43.578125,3814.5
0,46.171875,3705.0
0,48.703125,3608.0
0,51.265625,3531.0
0,53.84375,3321.75
0,56.40625,3258.5
0,58.84375,3207.25
0,61.375,3156.25
0,63.921875,3125.75
0,66.46875,3118.5
0,69.0,3195.75
0,71.53125,3169.75
0,74.078125,3158.5
0,76.609375,3152.5
0,79.140625,3155.75
0,81.6875,3160.0
0,84.3125,3187.25
0,86.890625,3198.0
0,89.421875,3228.5
0,91.96875,3262.5
0,94.5,3312.5
0,97.0625,3343.5
0,99.609375,3290.0
0,102.21875,2851.75
0,104.8125,2623.25
0,107.3125,2439.75
0,109.875,2218.75
0,112.453125,2075.25
0,115.0625,1931.75
0,117.671875,1760.5
0,120.21875,1807.25
0,122.796875,1651.75
0,125.375,1592.5
0,127.921875,1520.75
0,130.484375,1523.25
0,255.734375,355.75
0,260.359375,371.0
0,263.28125,361.75
0,266.015625,364.0
0,268.015625,366.75
0,270.890625,370.25
0,273.453125,374.5
0,275.6875,379.75
0,278.546875,384.75
0,280.890625,392.0
0,283.140625,399.75
0,285.890625,408.5
0,288.421875,400.75
0,290.8125,425.75
0,297.734375,0.0
0,300.28125,0.0
0,297.40625,550.75
0,299.796875,572.25
0,302.28125,595.5
0,304.59375,624.0
0,307.0625,652.75
0,309.4375,688.25
0,311.84375,728.0
0,314.265625,777.5
0,316.6875,832.25
0,319.140625,898.25
0,321.515625,972.75
0,324.03125,1071.75
0,326.5,1133.0
0,329.0625,1144.0
0,331.453125,1323.0
0,340.953125,3537.25
0,343.515625,3480.25
0,346.046875,3624.5
0,348.5,3855.25
1,351.015625,4062.0
0,353.546875,4062.0
0,356.71875,1490.75
0,359.28125,1498.75
0,1.78125,1507.75
0,11.390625,0.0
0,13.921875,0.0
0,8.828125,3914.5
0,21.34375,5740.75
0,23.90625,5352.25
0,26.453125,5092.5
0,29.0,4968.75
0,31.59375,4578.25
0,34.109375,4383.5
0,36.703125,4211.0
0,39.234375,4049.25
0,41.796875,3893.0
0,44.328125,3788.5
0,46.90625,3681.75
0,49.4375,3597.25
0,51.96875,3507.75
0,54.5625,3304.25
0,57.078125,3245.25
0,59.484375,3192.0
0,62.03125,3155.75
0,64.5625,3119.5
0,67.09375,3204.75
0,254.59375,349.25
0,262.328125,361.25
0,264.671875,363.25
0,266.796875,366.0
0,269.3125,368.5
0,271.765625,372.25
0,274.640625,376.25
0,276.640625,381.75
0,279.109375,387.75
0,281.96875,394.5
0,284.328125,403.0
0,286.640625,412.25
0,289.078125,401.0
0,296.015625,0.0
0,298.515625,0.0
0,295.671875,538.5
0,298.015625,557.5
0,300.53125,578.5
0,302.65625,602.0
0,305.046875,630.25
0,307.5,660.5
0,309.953125,695.75
0,312.203125,735.25
0,314.609375,784.25
0,316.9375,839.75
0,319.328125,904.0
0,321.703125,981.5
0,324.21875,1076.25
0,326.640625,1134.0
0,329.140625,1147.25
0,331.421875,1324.0
0,340.765625,3548.0
0,343.28125,3479.75
0,345.78125,3618.75
0,348.203125,3621.5
1,350.6875,4060.25
0,353.171875,4068.25
0,356.296875,1492.75
0,358.765625,1497.5
0,1.265625,1506.5
0,10.796875,0.0
0,13.28125,0.0
0,8.15625,3893.75
0,13.09375,3732.0
0,17.921875,6332.5
0,20.4375,5903.25
0,25.453125,5169.0
0,27.9375,4938.0
0,32.953125,4474.5
0,35.484375,4292.5
0,37.984375,4114.5
0,40.484375,3972.0
0,43.0,3851.5
0,45.53125,3731.25
0,48.015625,3636.75
0,50.5,3549.75
0,53.03125,3336.75
0,55.515625,3273.5
0,58.0,3223.75
0,60.375,3182.0
0,62.859375,3141.0
0,65.359375,3102.75
0,67.828125,3204.75
0,70.328125,3183.25
0,72.796875,3162.75
0,75.25,3156.75
0,77.734375,3156.75
0,80.25,3157.0
0,82.8125,3166.5
0,85.28125,3181.5
0,87.78125,3205.25
0,90.25,3240.25
0,92.734375,3267.5
0,95.234375,3313.5
0,97.6875,3374.25
0,100.234375,3210.5
0,102.78125,2776.25
0,105.3125,2554.75
0,107.734375,2408.75
0,110.265625,2221.0
0,112.78125,2076.0
0,115.328125,1863.0
0,117.875,1767.0
0,120.34375,1807.0
0,122.84375,1653.25
0,125.375,1595.5
0,127.9375,1523.0
0,130.40625,1522.75
0,194.375,197.75
0,255.546875,358.0
0,262.578125,361.75
0,265.03125,364.0
0,267.75,366.0
0,269.953125,369.5
0,272.578125,373.0
0,274.671875,378.0
0,277.203125,383.0
0,279.703125,389.0
0,282.234375,396.75
0,284.8125,404.75
0,286.953125,414.5
0,289.6875,401.75
0,296.4375,0.0
0,298.921875,0.0
0,296.0625,541.0
0,298.34375,559.0
0,300.8125,581.75
0,303.03125,606.5
0,305.5625,633.25
0,307.8125,663.75
0,310.203125,701.25
0,312.53125,741.25
0,314.9375,790.75
0,317.265625,846.5
0,319.640625,911.5
0,321.984375,992.75
0,324.5,1093.0
0,326.859375,1131.75
0,329.375,1156.0
0,331.703125,1344.5
0,340.953125,3538.0
0,343.46875,3483.0
0,345.921875,3619.5
0,348.375,3719.75
1,350.8125,4058.75
0,353.3125,4069.0
0,356.421875,1492.25
0,358.890625,1497.5
0,1.390625,1507.0
0,10.890625,0.0
0,13.359375,0.0
0,8.234375,3891.5
0,13.15625,3729.25
0,17.953125,6328.75
0,20.453125,5890.25
0,25.46875,5181.5
0,27.9375,4935.5
0,32.921875,4469.75
0,35.453125,4292.5
0,37.9375,4117.75
0,40.4375,3978.0
0,42.921875,3851.5
0,45.40625,3732.0
0,47.921875,3640.0
0,50.40625,3553.75
0,52.90625,3353.0
0,55.390625,3276.0
0,57.875,3227.5
0,60.25,3183.25
0,62.6875,3146.5
0,65.1875,3101.75
0,67.640625,3204.75
0,70.125,3189.0
0,72.578125,3168.75
0,75.0625,3151.5
0,77.5,3160.0
0,79.96875,3156.75
0,82.546875,3167.0
0,85.046875,3184.25
0,87.515625,3204.75
0,89.984375,3240.25
0,92.453125,3267.0
0,94.921875,3311.0
0,97.40625,3358.25
0,99.890625,3261.5
0,102.46875,2794.25
0,104.96875,2602.75
0,107.359375,2441.0
0,109.890625,2218.25
0,112.4375,2074.5
0,114.90625,1961.25
0,117.484375,1757.5
0,119.9375,1813.0
0,122.453125,1647.75
0,124.9375,1586.0
0,127.484375,1543.75
0,129.9375,1516.0
0,193.703125,203.25
0,254.78125,349.0
0,261.984375,361.25
0,264.140625,363.0
0,266.75,365.5
0,269.078125,367.75
0,271.5625,371.25
0,273.84375,376.0
0,276.328125,380.75
0,278.671875,386.25
0,281.046875,393.0
0,283.75,401.0
0,286.078125,410.5
0,288.421875,400.0
0,290.9375,427.75
0,297.828125,0.0
0,300.3125,0.0
0,297.328125,550.75
0,299.71875,571.25
0,302.015625,594.25
