new_scan,angle,distance
False,47.125,3676.0
False,49.828125,3572.25
False,52.5,3493.25
False,55.1875,3285.5
False,57.859375,3239.25
False,60.421875,3183.25
False,63.0625,3142.25
False,65.71875,3101.75
False,68.34375,3207.25
False,71.015625,3184.25
False,73.6875,3163.5
False,76.328125,3158.5
False,78.984375,3155.75
False,81.625,3162.75
False,84.390625,3190.5
False,87.046875,3202.0
False,89.71875,3246.5
False,92.359375,3268.0
False,95.046875,3316.0
False,97.6875,3374.25
False,100.390625,3205.25
False,103.078125,2776.0
False,105.828125,2564.0
False,108.40625,2327.0
False,111.109375,2220.75
False,113.859375,1949.5
False,116.578125,1828.75
False,119.234375,1814.5
False,121.96875,1640.0
False,124.671875,1582.5
False,127.296875,1543.0
False,130.0,1514.75
False,255.3125,359.0
False,260.359375,372.75
False,263.5625,362.0
False,265.84375,364.5
False,268.6875,367.75
False,270.953125,370.75
False,273.671875,375.5
False,276.125,380.75
False,278.859375,387.25
False,281.40625,394.0
False,284.171875,403.25
False,286.90625,412.0
False,289.640625,401.25
False,296.53125,0.0
False,299.1875,0.0
False,296.59375,542.75
False,299.0,564.75
False,301.59375,589.0
False,304.09375,616.25
False,306.46875,646.25
False,309.046875,683.75
False,311.578125,724.5
False,314.046875,771.5
False,316.5625,830.25
False,319.203125,898.75
False,321.671875,978.75
False,324.359375,1082.25
False,326.953125,1132.0
False,329.625,1158.75
False,332.0,1383.0
False,339.546875,2614.25
False,342.140625,3073.25
False,344.734375,3470.75
False,347.328125,3618.25
True,349.9375,4054.0
False,352.609375,4064.25
False,355.84375,1502.75
False,358.515625,1497.25
False,1.1875,1506.75
False,10.890625,0.0
False,13.53125,0.0
False,8.59375,3905.5
False,11.453125,2290.5
False,14.109375,2308.75
False,16.75,2310.0
False,19.40625,2375.5
False,21.78125,3806.75
False,24.34375,5303.0
False,27.0,5076.75
False,32.359375,4524.25
False,35.046875,4318.5
False,37.703125,4135.25
False,40.40625,3980.25
False,43.046875,3848.0
False,45.71875,3726.0
False,48.390625,3620.75
False,51.0625,3542.0
False,53.75,3325.25
False,56.390625,3262.0
False,58.9375,3204.75
False,61.578125,3154.25
False,64.21875,3126.25
False,66.859375,3225.5
False,69.5,3195.25
False,72.140625,3180.0
False,74.78125,3155.25
False,77.421875,3161.75
False,80.078125,3164.0
False,82.8125,3182.0
False,85.453125,3187.75
False,88.09375,3214.5
False,90.75,3251.5
False,93.390625,3285.5
False,96.046875,3329.5
False,98.703125,3392.25
False,101.421875,2904.5
False,104.109375,2721.5
False,106.71875,2418.0
False,109.421875,2273.0
False,112.109375,2087.0
False,114.78125,1980.75
False,117.5,1758.5
False,120.125,1814.25
False,122.8125,1653.0
False,125.53125,1597.5
False,128.203125,1518.25
False,130.84375,1521.25
False,255.8125,355.0
False,261.0625,368.25
False,263.375,362.75
False,266.359375,364.75
False,268.921875,367.75
False,271.453125,371.0
False,274.234375,375.75
False,276.375,381.25
False,279.40625,387.5
False,282.03125,394.75
False,284.515625,403.5
False,287.0625,413.25
False,289.859375,402.0
False,296.671875,0.0
False,299.3125,0.0
False,296.6875,543.75
False,299.265625,565.0
False,301.640625,590.0
False,304.09375,617.25
False,306.546875,646.75
False,309.046875,684.25
False,311.734375,724.5
False,314.21875,771.25
False,316.640625,828.75
False,319.0625,897.25
False,321.5625,984.75
False,324.34375,1077.25
False,326.90625,1132.25
False,329.484375,1158.25
False,331.953125,1372.0
False,339.40625,2609.5
False,341.953125,3084.0
False,344.5625,3482.5
False,347.140625,3611.75
True,349.734375,4050.75
False,352.375,4064.25
False,355.5625,1525.5
False,358.28125,1493.75
False,0.890625,1506.0
False,10.59375,0.0
False,13.234375,0.0
False,8.25,3887.25
False,11.09375,2294.0
False,13.734375,2299.25
False,16.34375,2314.75
False,19.015625,2375.5
False,23.921875,5421.75
False,26.578125,5088.75
False,29.21875,5181.5
False,31.875,4553.25
False,34.546875,4368.75
False,37.203125,4182.0
False,39.84375,4010.5
False,42.5,3871.75
False,45.125,3760.75
False,47.796875,3638.75
False,50.453125,3553.75
False,53.078125,3341.0
False,55.71875,3274.0
False,58.390625,3219.25
False,60.90625,3167.25
False,63.515625,3132.25
False,66.15625,3103.5
False,68.75,3195.75
False,71.375,3182.0
False,74.0,3162.75
False,76.625,3159.0
False,79.25,3154.75
False,81.875,3165.0
False,84.59375,3188.5
False,87.234375,3204.75
False,89.828125,3244.75
False,92.46875,3268.0
False,95.09375,3319.25
False,97.71875,3374.75
False,100.390625,3200.5
False,103.0625,2776.75
False,105.75,2565.75
False,108.359375,2323.25
False,111.0,2227.0
False,113.6875,1999.25
False,116.375,1833.5
False,119.015625,1807.0
False,121.734375,1636.0
False,124.34375,1577.5
False,126.984375,1536.0
False,129.65625,1514.5
False,194.203125,199.5
False,256.21875,355.0
False,261.328125,363.25
False,263.65625,362.75
False,266.71875,365.0
False,268.828125,367.75
False,271.5625,371.25
False,274.234375,376.25
False,276.640625,381.5
False,279.15625,388.0
False,281.8125,395.25
False,284.484375,403.75
False,287.09375,413.5
False,289.53125,402.0
False,296.65625,0.0
False,299.28125,0.0
False,296.625,543.0
False,299.046875,564.75
False,301.40625,588.0
False,303.859375,616.0
False,306.421875,645.5
False,309.0,681.75
False,311.53125,721.25
False,313.84375,767.75
False,316.453125,823.75
False,318.796875,889.5
False,321.359375,972.75
False,323.9375,1073.0
False,326.484375,1134.25
False,329.109375,1144.5
False,331.59375,1333.0
False,338.921875,2610.75
False,341.390625,3520.5
False,344.015625,3475.25
False,346.609375,3618.75
True,349.15625,4049.25
False,351.8125,4065.0
False,357.65625,1491.0
False,0.21875,1502.25
False,9.90625,0.0
False,12.515625,0.0
False,7.5,3869.0
False,10.359375,2345.5
False,12.9375,2320.25
False,15.578125,2310.25
False,18.15625,2375.0
False,20.75,2414.0
False,25.671875,5162.75
False,28.28125,4926.25
False,30.921875,4656.5
False,33.546875,4422.75
False,36.203125,4248.25
False,38.8125,4078.75
False,41.4375,3922.75
False,44.0625,3798.25
False,46.6875,3689.75
False,49.328125,3592.75
False,51.9375,3511.25
False,54.578125,3290.5
False,57.203125,3246.5
False,59.671875,3190.0
False,62.28125,3149.25
False,64.875,3117.25
False,67.46875,3208.25
False,70.09375,3193.75
False,72.6875,3165.0
False,75.296875,3157.0
False,77.90625,3153.25
False,80.484375,3165.5
False,83.15625,3178.75
False,85.796875,3198.0
False,88.390625,3219.25
False,91.0,3253.5
False,93.609375,3289.5
False,96.234375,3332.0
False,98.8125,3400.5
False,101.5,2905.25
False,104.125,2719.5
False,106.71875,2416.75
False,109.34375,2279.5
False,111.96875,2103.5
False,114.640625,1978.5
False,117.296875,1752.75
False,119.875,1816.0
False,122.53125,1647.5
False,125.203125,1591.0
False,127.84375,1531.25
False,130.40625,1522.25
False,194.0,198.5
False,255.84375,355.75
False,260.96875,368.25
False,263.453125,362.75
False,266.125,364.75
False,268.59375,367.75
False,271.09375,370.75
False,273.625,375.5
False,276.140625,380.75
False,278.671875,387.0
False,281.484375,393.5
False,284.140625,402.0
False,286.6875,411.5
False,289.375,400.5
False,296.109375,0.0
False,298.703125,0.0
False,296.078125,540.5
False,298.421875,559.25
False,300.96875,582.5
False,303.265625,608.0
False,305.75,638.0
False,308.1875,671.5
False,310.75,710.25
False,313.25,752.5
False,315.59375,806.5
False,318.078125,869.5
False,320.546875,942.0
False,323.0625,1038.75
False,325.671875,1138.5
False,328.265625,1131.75
False,330.703125,1269.5
False,333.140625,1465.5
False,343.03125,3470.0
False,345.625,3624.0
False,348.140625,3621.5
True,350.703125,4059.5
False,353.3125,4053.0
False,356.53125,1493.0
False,359.078125,1497.75
False,1.6875,1507.75
False,11.34375,0.0
False,13.9375,0.0
False,8.90625,3949.0
False,11.703125,2292.25
False,14.3125,2310.0
False,16.90625,2312.0
False,19.453125,2376.5
False,21.765625,4896.0
False,24.3125,5316.25
False,26.9375,5063.25
False,32.140625,4536.25
False,34.765625,4342.0
False,37.359375,4170.25
False,39.953125,3999.0
False,42.578125,3866.0
False,271.421875,371.25
False,274.046875,376.0
False,276.546875,381.0
False,278.8125,387.25
False,281.484375,393.75
False,283.78125,402.25
False,286.515625,411.5
False,289.125,400.25
False,295.9375,0.0
False,298.46875,0.0
False,295.796875,539.25
False,298.203125,557.75
False,300.578125,579.25
False,302.828125,603.5
False,305.34375,632.0
False,307.8125,663.75
False,310.109375,699.75
False,312.5625,741.75
False,314.9375,791.75
False,317.34375,849.75
False,319.765625,917.25
False,322.15625,999.5
False,324.734375,1107.5
False,327.296875,1128.5
False,329.78125,1162.0
False,332.125,1382.5
False,339.28125,2609.75
False,341.6875,3510.5
False,344.234375,3470.0
False,346.71875,3619.5
True,349.203125,4050.0
False,351.765625,4065.0
False,354.28125,4071.5
False,357.453125,1491.25
False,359.96875,1505.0
False,2.515625,1513.0
False,7.0,3877.75
False,9.796875,2321.25
False,12.265625,2314.25
False,14.84375,2309.25
False,17.34375,2351.75
False,19.90625,2386.25
False,22.140625,4835.5
False,24.625,5271.5
False,27.1875,5005.0
False,32.28125,4526.25
False,34.859375,4332.0
False,37.40625,4170.25
False,39.9375,4002.75
False,42.484375,3869.75
False,45.0625,3758.5
False,47.609375,3651.0
False,50.140625,3562.75
False,52.703125,3443.75
False,55.25,3275.5
False,57.78125,3230.5
False,60.21875,3185.75
False,62.734375,3146.5
False,65.28125,3105.75
False,67.765625,3208.25
False,70.296875,3186.75
False,72.84375,3165.5
False,75.359375,3159.0
False,77.890625,3154.75
False,80.421875,3163.5
False,83.078125,3167.25
False,85.5625,3191.0
False,88.140625,3216.25
False,90.65625,3250.0
False,93.171875,3282.5
False,95.71875,3325.75
False,98.234375,3381.0
False,100.84375,2941.0
False,103.40625,2715.0
False,105.96875,2567.25
False,108.46875,2328.0
False,111.015625,2221.25
False,113.625,2018.25
False,116.234375,1835.0
False,118.71875,1796.5
False,121.34375,1664.0
False,123.90625,1576.0
False,126.453125,1595.0
False,128.96875,1514.75
False,194.046875,203.25
False,253.65625,352.0
False,256.578125,346.75
False,260.90625,364.25
False,263.9375,362.5
False,265.96875,364.75
False,268.859375,367.75
False,270.875,370.75
False,273.546875,375.0
False,276.09375,380.0
False,278.40625,386.0
False,280.890625,393.0
False,283.703125,400.75
False,286.015625,410.5
False,288.765625,400.25
False,290.890625,428.5
False,295.328125,535.0
False,297.65625,552.5
False,300.21875,573.5
False,302.375,597.75
False,304.796875,626.25
False,307.1875,656.5
False,309.5625,691.5
False,312.03125,731.25
False,314.40625,779.25
False,316.859375,836.5
False,319.1875,902.0
False,321.5625,984.75
False,324.15625,1076.0
False,326.640625,1134.5
False,329.234375,1150.0
False,331.53125,1332.75
False,341.015625,3548.5
False,343.546875,3475.75
False,346.078125,3660.75
False,348.53125,3962.0
True,351.046875,4066.0
False,353.609375,4064.25
False,356.75,1491.25
False,359.28125,1498.5
False,1.78125,1509.75
False,11.375,0.0
False,13.890625,0.0
False,9.046875,2347.75
False,11.515625,2316.25
False,14.078125,2310.25
False,16.609375,2331.25
False,19.09375,2374.0
False,21.28125,5770.25
False,23.828125,5423.0
False,26.359375,5104.5
False,28.890625,4895.0
False,31.453125,4607.75
False,33.984375,4398.5
False,36.5625,4216.25
False,39.09375,4059.5
False,41.625,3903.5
False,44.171875,3794.75
False,46.71875,3687.0
False,49.265625,3594.75
False,51.78125,3513.5
False,54.359375,3307.75
False,56.875,3255.0
False,59.296875,3199.5
False,61.796875,3152.5
False,64.328125,3125.75
False,66.84375,3226.5
False,69.359375,3194.25
False,71.875,3164.5
False,74.375,3156.25
False,76.875,3163.25
False,79.40625,3158.0
False,81.9375,3165.5
False,84.578125,3189.0
False,87.09375,3203.75
False,89.578125,3245.25
False,92.109375,3267.0
False,94.65625,3316.5
False,97.15625,3351.5
False,99.703125,3281.0
False,102.296875,2836.0
False,104.875,2626.75
False,107.34375,2441.75
False,109.921875,2219.75
False,112.5,2073.0
False,115.03125,1941.0
False,117.609375,1760.75
False,120.09375,1812.5
False,122.6875,1648.25
False,125.234375,1592.0
False,127.796875,1530.75
False,130.359375,1522.5
False,254.75,350.5
False,262.078125,361.5
False,264.421875,363.25
False,266.78125,365.75
False,269.140625,368.25
False,271.875,372.0
False,274.421875,376.25
False,276.96875,381.75
False,279.421875,388.0
False,281.578125,395.0
False,284.421875,403.25
False,286.453125,412.25
False,289.234375,401.0
False,296.125,0.0
False,298.640625,0.0
False,295.875,539.75
False,298.328125,558.25
False,300.671875,580.0
False,302.90625,604.5
False,305.390625,632.75
False,307.671875,664.25
False,310.140625,700.75
False,312.546875,741.75
False,315.015625,791.25
False,317.359375,849.25
False,319.65625,915.0
False,322.09375,998.25
False,324.625,1096.5
False,327.109375,1131.25
False,329.609375,1159.75
False,331.921875,1366.75
False,339.03125,2609.75
False,341.390625,3526.75
False,343.921875,3478.0
False,346.421875,3615.75
False,348.859375,4050.0
True,351.375,4060.25
False,353.890625,4067.5
False,357.046875,1491.0
False,359.53125,1499.25
False,2.03125,1512.25
False,11.609375,0.0
False,14.125,0.0
False,9.28125,2293.75
False,11.765625,2306.75
False,14.25,2314.25
False,16.78125,2364.0
False,21.4375,5677.75
False,23.96875,5403.75
False,26.484375,5084.0
False,29.03125,4974.5
False,31.5625,4579.25
False,34.078125,4390.0
False,36.609375,4209.5
False,39.140625,4058.0
False,41.703125,3907.0
False,44.203125,3794.0
False,46.734375,3687.75
False,49.265625,3597.25
False,51.78125,3513.5
False,54.3125,3309.0
False,56.84375,3255.5
False,59.234375,3200.0
False,61.75,3152.0
False,64.265625,3125.25
False,66.75,3226.0
False,69.265625,3192.75
False,71.734375,3178.75
False,74.25,3157.5
False,76.734375,3160.0
False,79.25,3155.75
False,81.75,3165.0
False,84.375,3190.5
False,86.90625,3200.0
False,89.390625,3239.25
False,91.890625,3262.0
False,94.40625,3312.0
False,96.90625,3340.0
False,99.453125,3324.75
False,102.015625,2895.5
False,104.59375,2607.25
False,107.046875,2431.25
False,109.578125,2230.0
False,112.125,2073.5
False,114.6875,1979.75
False,117.265625,1751.5
False,119.765625,1816.0
False,122.296875,1647.25
False,124.859375,1584.75
False,127.375,1544.0
False,129.921875,1514.5
False,194.390625,199.75
False,256.234375,352.75
False,260.9375,369.5
False,263.28125,362.25
False,265.546875,364.25
False,268.015625,367.0
False,270.875,370.25
False,273.109375,374.75
False,275.640625,379.25
False,278.1875,384.75
False,280.375,391.75
False,282.828125,399.0
False,285.59375,407.75
False,288.0,403.5
False,290.34375,421.0
False,297.375,0.0
False,299.875,0.0
False,297.015625,549.0
False,299.5,568.5
False,301.6875,591.25
False,304.0625,618.0
False,306.4375,646.0
False,308.96875,680.75
False,311.359375,718.5
False,313.6875,762.5
False,316.0,815.75
False,318.34375,876.25
False,320.765625,948.25
False,323.109375,1038.75
False,325.640625,1138.75
False,328.1875,1131.5
False,330.609375,1260.25
False,332.890625,1463.25
False,340.015625,2653.5
False,342.4375,3076.5
False,344.90625,3478.0
False,347.359375,3621.5
True,349.84375,4057.0
False,352.34375,4068.25
False,355.390625,1561.0
False,357.984375,1488.0
False,0.421875,1502.0
False,10.0,0.0
False,12.5,0.0
False,7.640625,2320.5
False,10.125,2314.0
False,12.609375,2307.75
False,15.109375,2330.0
False,17.59375,2362.75
False,24.765625,5253.25
False,27.28125,5002.75
False,32.3125,4520.5
False,34.859375,4333.0
False,37.359375,4172.0
False,39.890625,4003.5
False,42.390625,3874.0
False,44.90625,3765.5
False,47.4375,3664.0
False,49.9375,3565.25
False,52.46875,3491.0
False,54.984375,3289.0
False,57.484375,3242.25
False,59.875,3189.0
False,62.375,3145.0
False,64.84375,3117.25
False,67.34375,3205.75
False,69.84375,3194.75
False,72.328125,3182.5
False,74.828125,3154.75
False,77.328125,3160.25
False,79.796875,3162.25
False,82.296875,3180.5
False,84.90625,3188.5
False,87.421875,3209.5
False,89.875,3244.25
False,92.375,3270.0
False,94.890625,3311.0
False,97.390625,3359.25
False,99.90625,3259.0
False,102.46875,2794.0
False,105.0,2602.75
False,107.4375,2451.5
False,110.0,2220.5
False,112.515625,2075.25
False,115.09375,1934.75
False,117.640625,1760.75
False,120.140625,1812.75
False,122.671875,1649.0
False,125.203125,1590.75
False,127.75,1534.5
False,130.234375,1518.5
False,194.5,198.0
False,255.96875,358.75
False,260.3125,372.75
False,262.921875,362.0
False,265.375,363.75
False,268.109375,366.5
False,270.390625,370.25
False,272.953125,374.25
False,275.640625,378.75
False,277.96875,383.75
False,280.203125,390.25
False,282.609375,398.25
False,285.140625,407.0
False,287.53125,408.0
False,290.109375,414.0
False,297.0625,0.0
False,299.546875,0.0
False,296.71875,545.25
False,299.125,565.0
False,301.390625,588.0
False,303.75,613.75
False,306.0625,641.5
False,308.578125,675.0
False,310.875,712.25
False,313.21875,755.25
False,315.546875,804.75
False,317.890625,866.75
False,320.296875,934.5
False,322.625,1025.5
False,325.25,1130.5
False,327.734375,1125.0
False,330.15625,1165.5
False,332.453125,1415.75
False,255.609375,359.75
False,260.53125,373.5
False,262.75,361.5
False,265.671875,363.75
False,267.859375,366.25
False,270.25,369.75
False,272.453125,374.0
False,275.234375,378.0
False,277.609375,383.25
False,280.0,389.75
False,282.5,396.75
False,284.59375,405.75
False,287.3125,416.25
False,289.796875,403.25
