newscan,angle,distant,quality
0,241.859375,2941.5,25
0,243.109375,2905.25,25
0,244.296875,2882.75,25
0,245.515625,2866.75,23
0,246.71875,2847.0,26
0,247.921875,2828.0,26
0,249.140625,2811.0,26
0,250.34375,2798.0,26
0,251.71875,2785.75,26
0,252.921875,2765.75,22
0,254.140625,2756.0,22
0,255.359375,2748.5,22
0,256.609375,2737.25,21
0,257.8125,2728.5,23
0,259.03125,2715.5,23
0,260.234375,2718.0,23
0,261.46875,2713.75,23
0,262.65625,2711.75,23
0,263.890625,2679.75,23
0,265.09375,2716.25,12
0,266.3125,2712.75,22
0,267.515625,2714.25,23
0,268.75,2719.0,23
0,269.96875,2725.25,23
0,271.171875,2731.0,22
0,272.359375,2741.75,22
0,273.609375,2751.25,21
0,275.046875,2762.75,22
0,276.265625,2774.0,24
0,277.46875,2789.5,24
0,278.703125,2808.0,26
0,279.921875,2819.25,25
0,281.15625,2830.5,25
0,282.359375,2855.5,24
0,283.59375,2872.25,24
0,284.828125,2893.75,25
0,286.0625,2913.75,26
0,287.25,2948.5,25
0,288.46875,3071.25,26
0,289.6875,3104.75,25
0,290.90625,3131.0,23
0,292.140625,3160.5,22
0,293.375,3200.25,24
0,294.578125,3239.75,22
0,295.8125,3288.75,24
0,297.015625,3331.5,25
0,299.578125,3327.25,23
0,300.8125,3382.75,24
0,302.03125,3438.0,23
0,303.25,3502.75,22
0,304.46875,3554.75,19
0,305.703125,3633.25,15
0,306.890625,3701.25,20
0,308.1875,3498.0,20
0,309.40625,3435.75,26
0,310.640625,3360.75,23
0,311.875,3293.5,24
0,313.125,3229.25,23
0,314.375,3174.75,24
0,315.59375,3115.75,24
0,316.828125,3071.75,24
0,318.09375,3030.5,22
0,319.3125,2952.5,24
0,320.53125,3058.75,18
0,344.5625,2435.25,10
0,347.109375,2429.75,10
0,348.359375,2422.5,10
0,349.609375,2418.0,12
1,350.859375,2407.0,13
0,352.109375,2407.0,15
0,353.34375,2403.75,14
0,354.625,2402.25,14
0,355.859375,2402.0,15
0,357.078125,2406.5,15
0,358.328125,2403.0,12
0,359.59375,2415.5,11
0,0.828125,2422.0,10
0,2.078125,2429.75,10
0,4.46875,2907.0,26
0,5.734375,2923.0,26
0,6.9375,2942.75,26
0,8.203125,2955.5,25
0,9.453125,2968.75,24
0,10.890625,2991.0,20
0,12.125,3009.0,20
0,13.375,3038.5,24
0,14.65625,3061.75,24
0,15.90625,3083.75,25
0,17.15625,3112.0,24
0,18.515625,2549.75,19
0,19.8125,2446.5,18
0,21.0625,2337.5,17
0,55.59375,1522.75,17
0,56.859375,1466.5,19
0,58.28125,1327.0,16
0,59.625,1314.0,20
0,60.765625,1445.75,23
0,62.046875,1405.5,21
0,63.359375,1405.5,21
0,64.625,1401.0,24
0,65.984375,1267.25,16
0,67.28125,1264.5,16
0,68.484375,1294.25,18
0,69.703125,1336.0,18
0,71.015625,1349.0,18
0,72.21875,1362.25,27
0,73.46875,1353.25,22
0,74.8125,1357.0,18
0,76.171875,1188.5,22
0,77.484375,1178.0,21
0,78.71875,1157.25,15
0,80.046875,1127.0,22
0,81.296875,1122.75,26
0,82.59375,1141.25,13
0,85.203125,1263.5,20
0,86.78125,983.0,13
0,90.328125,1191.25,11
0,91.890625,972.5,22
0,93.1875,952.0,21
0,94.515625,939.5,24
0,95.8125,934.5,24
0,97.0,926.25,24
0,98.28125,917.5,24
0,99.5625,922.5,24
0,100.8125,922.5,24
0,102.125,923.75,24
0,103.359375,933.5,23
0,104.671875,942.75,24
0,105.890625,957.5,24
0,107.125,977.25,26
0,108.46875,1000.5,24
0,109.703125,1070.5,9
0,110.921875,1046.0,14
0,112.234375,1038.75,16
0,114.484375,1370.25,20
0,115.796875,1358.5,22
0,116.953125,1481.5,19
0,118.21875,1466.0,22
0,119.484375,1484.5,17
0,120.71875,1628.25,20
0,122.03125,1532.75,28
0,125.84375,1608.0,16
0,127.09375,1637.75,16
0,128.375,1570.0,27
0,129.6875,1538.0,18
0,163.671875,1236.75,18
0,164.96875,1216.25,26
0,166.28125,1211.25,26
0,167.5625,1210.25,26
0,168.796875,1207.0,26
0,170.078125,1207.0,26
0,171.578125,1049.25,25
0,172.734375,1202.75,26
0,173.9375,1202.25,26
0,175.328125,1199.75,26
0,176.625,1202.25,26
0,177.859375,1202.5,26
0,179.21875,1202.5,26
0,180.5,1204.25,26
0,181.828125,1208.0,26
0,183.1875,1209.75,26
0,184.390625,1213.5,26
0,185.75,1221.5,26
0,187.0625,1225.25,25
0,188.328125,1235.25,23
0,189.578125,1243.75,21
0,190.890625,1247.5,20
0,192.125,1260.5,20
0,193.4375,1269.5,28
0,194.703125,1279.75,29
0,196.046875,1292.75,29
0,197.28125,1303.0,29
0,198.625,1315.5,28
0,199.921875,1326.75,29
0,201.1875,1342.25,26
0,202.484375,1357.75,22
0,203.890625,1372.75,27
0,205.1875,1395.0,28
0,206.484375,1408.75,28
0,207.765625,1440.0,23
0,209.046875,1452.75,23
0,210.34375,1478.25,22
0,211.609375,1528.0,27
0,212.875,1561.0,28
0,214.203125,1586.0,28
0,215.515625,1614.25,27
0,216.75,1656.5,24
0,218.09375,1689.75,28
0,219.375,1727.25,28
0,220.640625,1773.0,24
0,221.90625,1811.75,26
0,223.1875,1857.75,26
0,224.5,1904.75,25
0,225.796875,1951.25,25
0,230.921875,2303.5,18
0,232.1875,2387.75,19
0,233.484375,2473.25,20
0,234.796875,2573.0,18
0,236.078125,2672.25,17
0,241.25,2951.25,25
0,242.5625,2917.75,27
0,243.859375,2895.0,25
0,245.15625,2872.25,23
0,246.484375,2853.5,24
0,247.78125,2838.25,25
0,249.109375,2814.25,25
0,250.515625,2798.25,26
0,251.796875,2784.75,25
0,253.140625,2765.25,22
0,254.453125,2755.5,22
0,255.765625,2744.75,22
0,257.078125,2732.75,23
0,258.359375,2723.0,24
0,259.671875,2717.75,24
0,261.015625,2716.5,23
0,262.328125,2710.0,23
0,263.640625,2713.75,13
0,264.9375,2711.75,14
0,266.265625,2720.75,19
0,267.5625,2711.75,23
0,268.890625,2717.25,24
0,270.1875,2724.25,23
0,271.515625,2733.0,22
0,272.828125,2744.0,22
0,274.125,2754.5,22
0,275.625,2767.5,24
0,276.953125,2778.0,25
0,278.25,2800.25,26
0,279.59375,2815.75,26
0,280.890625,2829.5,26
0,282.203125,2854.0,25
0,283.53125,2871.75,23
0,284.859375,2893.75,25
0,286.171875,2915.0,26
0,287.5,2951.25,24
0,288.78125,3080.25,26
0,290.09375,3113.0,25
0,291.4375,3139.75,23
0,292.734375,3177.75,23
0,294.078125,3225.25,23
0,295.375,3265.75,28
0,296.6875,3314.75,23
0,298.015625,3362.25,18
0,299.421875,3324.0,24
0,300.75,3383.25,22
0,302.046875,3442.0,23
0,303.359375,3509.75,20
0,304.703125,3578.25,19
0,305.984375,3650.5,17
0,307.34375,3716.75,19
0,308.65625,3474.5,24
0,310.015625,3393.25,23
0,311.359375,3313.5,24
0,312.6875,3264.25,28
0,314.03125,3185.25,24
0,315.34375,3127.75,22
0,316.671875,3075.75,25
0,318.0,3032.0,24
0,319.375,2954.5,24
0,320.65625,3063.25,19
0,346.5,2426.25,10
0,347.859375,2429.75,10
0,349.21875,2417.75,11
0,350.546875,2409.0,13
1,351.890625,2400.5,12
0,353.265625,2402.5,16
0,354.59375,2401.75,15
0,355.921875,2400.25,15
0,357.28125,2407.75,12
0,358.625,2407.75,15
0,359.953125,2414.75,10
0,3.875,2908.25,12
0,5.21875,2919.5,27
0,6.5625,2927.5,26
0,7.921875,2948.75,25
0,9.234375,2961.25,25
0,10.75,2989.75,20
0,12.09375,3007.25,20
0,13.453125,3037.5,23
0,14.8125,3063.5,24
0,16.15625,3085.5,26
0,17.5,3084.25,17
0,18.96875,2514.0,19
0,20.3125,2400.5,20
0,56.078125,1468.0,17
0,57.375,1478.0,19
0,58.875,1313.75,18
0,60.203125,1418.0,11
0,61.5625,1441.25,20
0,63.0,1394.0,20
0,64.375,1402.75,20
0,65.828125,1274.5,17
0,67.125,1263.5,16
0,68.53125,1294.5,18
0,69.84375,1337.5,20
0,71.1875,1357.25,18
0,72.578125,1355.25,22
0,73.875,1352.25,22
0,75.390625,1196.5,24
0,76.734375,1187.25,22
0,78.1875,1173.5,17
0,79.5625,1140.75,18
0,80.96875,1121.75,26
0,82.28125,1130.25,18
0,85.015625,1259.25,19
0,86.71875,987.75,12
0,92.203125,968.25,24
0,93.59375,945.75,24
0,95.03125,938.5,25
0,96.328125,929.0,23
0,97.71875,918.5,24
0,99.1875,921.5,24
0,100.546875,922.5,24
0,101.90625,924.75,27
0,103.1875,933.5,23
0,104.59375,943.5,24
0,105.859375,958.75,24
0,107.296875,979.0,27
0,108.703125,1009.25,20
0,111.34375,1039.25,15
0,115.171875,1359.5,22
0,116.515625,1378.0,15
0,117.796875,1469.5,22
0,119.21875,1481.5,19
0,121.859375,1531.5,27
0,123.25,1559.0,9
0,125.9375,1598.5,13
0,127.3125,1642.75,14
0,128.734375,1562.0,24
0,130.046875,1687.0,11
0,151.96875,683.0,12
0,153.375,680.75,14
0,163.6875,1237.75,17
0,165.0625,1216.75,26
0,166.484375,1211.0,26
0,167.890625,1210.25,26
0,169.21875,1206.75,26
0,170.8125,1051.0,26
0,172.1875,1057.75,29
0,173.4375,1199.25,29
0,174.796875,1199.0,29
0,176.1875,1201.5,26
0,177.578125,1202.0,26
0,178.984375,1200.5,26
0,180.390625,1203.75,26
0,181.828125,1208.0,26
0,183.203125,1210.0,26
0,184.59375,1213.5,26
0,185.96875,1220.5,26
0,187.328125,1226.75,25
