newscan,angle,distance,quality

0,128.796875,1567.5,29

0,153.53125,678.0,12

0,164.421875,1223.0,13

0,166.828125,1212.0,28

0,169.1875,1205.0,28

0,171.703125,1050.75,28

0,173.84375,1202.25,28

0,176.234375,1199.75,28

0,178.609375,1202.5,28

0,180.984375,1204.5,28

0,183.265625,1211.75,28

0,185.6875,1220.5,28

0,188.046875,1230.25,25

0,190.3125,1245.0,23

0,192.671875,1262.25,22

0,195.0625,1280.5,31

0,197.375,1299.0,31

0,199.6875,1321.5,31

0,202.03125,1344.5,28

0,204.46875,1380.5,29

0,206.828125,1409.75,30

0,209.09375,1451.25,25

0,213.734375,1570.0,31

0,216.09375,1623.5,27

0,218.421875,1688.5,29

0,220.71875,1753.75,27

0,223.0625,1838.5,26

0,225.421875,1925.0,26

0,232.265625,2368.25,19

0,234.5625,2534.5,19

0,236.875,2717.25,17

0,241.546875,2953.25,26

0,243.890625,2901.0,27

0,246.25,2860.5,25

0,248.640625,2824.0,28

0,251.0,2794.5,27

0,253.328125,2766.5,25

0,255.6875,2748.0,24

0,258.046875,2725.0,26

0,260.390625,2718.75,26

0,262.75,2712.75,26

0,265.125,2723.5,18

0,267.46875,2713.5,25

0,269.796875,2721.25,25

0,272.171875,2740.5,24

0,274.578125,2756.0,24

0,276.9375,2778.0,26

0,279.296875,2806.0,28

0,281.625,2837.5,27

0,284.015625,2876.75,26

0,286.34375,2913.5,28

0,288.671875,3066.75,28

0,291.03125,3123.5,26

0,293.390625,3187.75,25

0,295.71875,3269.5,27

0,300.390625,3364.5,24

0,302.75,3460.0,24

0,305.0625,3585.75,20

0,307.390625,3709.75,21

0,309.796875,3444.25,27

0,312.171875,3297.0,26

0,314.53125,3184.0,26

0,316.90625,3083.25,26

0,319.265625,2984.75,20

0,321.59375,3115.75,20

0,347.828125,2423.5,11

1,350.1875,2415.25,11

0,352.5625,2402.5,14

0,354.890625,2401.0,15

0,357.265625,2401.25,13

0,359.625,2410.5,14

0,1.96875,2425.75,10

0,4.21875,2910.25,16

0,6.578125,2937.0,28

0,8.921875,2959.25,27

0,11.34375,2994.5,22

0,13.71875,3035.0,24

0,16.09375,3082.75,27

0,18.5,2574.75,19

0,20.96875,2380.0,20

0,23.359375,2203.25,18

0,25.765625,2044.75,21

0,28.109375,2080.0,23

0,30.53125,1960.0,17

0,32.953125,1792.75,24

0,35.421875,1739.0,20

0,37.734375,1753.5,9

0,40.15625,1692.5,19

0,42.546875,1593.0,22

0,44.9375,1628.0,27

0,47.390625,1451.0,23

0,49.765625,1466.5,24

0,52.109375,1416.0,19

0,54.4375,1534.0,22

0,56.84375,1467.5,19

0,59.3125,1313.5,19

0,61.546875,1441.0,22

0,63.9375,1388.25,22

0,66.296875,1396.5,27

0,68.71875,1282.5,17

0,71.03125,1348.5,20

0,73.40625,1357.0,24

0,75.9375,1204.5,25

0,78.328125,1174.0,16

0,80.71875,1126.0,29

0,83.046875,1164.75,12

0,85.328125,1268.25,29

0,87.828125,1158.5,23

0,90.046875,1290.75,10

0,101.84375,1266.75,9

0,104.515625,1007.5,17

0,107.015625,896.75,20

0,109.46875,849.75,25

0,111.796875,844.0,25

0,114.4375,734.25,13

0,116.8125,720.0,18

0,119.171875,759.0,9

0,127.515625,1638.0,16

0,129.953125,1527.0,23

0,152.265625,687.75,10

0,165.5,1214.5,29

0,167.890625,1210.75,28

0,170.28125,1203.75,28

0,172.671875,1200.75,17

0,175.03125,1200.25,28

0,177.390625,1200.25,28

0,179.71875,1204.0,28

0,182.078125,1207.75,28

0,184.4375,1213.5,28

0,186.71875,1223.0,28

0,189.09375,1236.75,23

0,191.40625,1252.75,22

0,193.75,1270.0,30

0,196.109375,1289.5,31

0,198.46875,1311.25,31

0,200.8125,1331.25,31

0,203.1875,1360.25,29

0,205.5625,1395.5,30

0,207.84375,1430.5,30

0,210.171875,1467.75,25

0,212.5,1546.75,31

0,214.84375,1593.75,28

0,217.21875,1657.5,25

0,219.53125,1723.0,29

0,221.828125,1795.0,27

0,224.140625,1874.0,28

0,226.5,1966.75,26

0,231.0,2301.0,10

0,233.3125,2442.75,20

0,235.625,2620.0,18

0,242.640625,2923.0,28

0,245.0,2884.75,26

0,247.34375,2844.75,27

0,249.71875,2808.75,28

0,252.078125,2784.25,26

0,254.421875,2757.75,24

0,256.796875,2740.5,24

0,259.15625,2723.5,26

0,261.484375,2714.25,26

0,263.859375,2712.75,20

0,266.203125,2734.5,13

0,268.578125,2714.75,26

0,270.921875,2726.75,25

0,273.28125,2747.25,24

0,275.6875,2766.0,24

0,278.046875,2792.25,28

0,280.40625,2824.75,28

0,282.75,2856.25,26

0,285.09375,2896.25,29

0,287.46875,2945.0,27

0,289.765625,3101.5,27

0,292.140625,3148.25,23

0,294.484375,3229.25,24

0,296.828125,3309.5,24

0,299.140625,3305.25,24

0,301.5,3409.0,25

0,303.828125,3516.75,22

0,306.171875,3635.25,17

0,308.515625,3519.75,21

0,310.921875,3370.25,23

0,313.28125,3248.25,24

0,315.65625,3128.5,25

0,318.03125,3037.0,26

0,320.375,2951.75,22

0,346.625,2430.25,10

0,348.90625,2415.0,10

1,351.296875,2408.0,14

0,353.625,2403.0,16

0,356.015625,2402.25,15

0,358.375,2402.25,13

0,0.6875,2419.5,12

0,5.3125,2915.5,29

0,7.671875,2948.0,28

0,10.015625,2974.25,25

0,12.46875,3017.5,22

0,14.828125,3062.25,26

0,17.171875,3108.25,28

0,19.640625,2478.5,20

0,22.078125,2293.0,19

0,24.5,2120.5,25

0,26.890625,2050.0,22

0,29.21875,2108.5,22

0,31.6875,1864.25,15

0,34.078125,1783.0,19

0,36.5,1711.25,26

0,38.890625,1662.25,26

0,41.21875,1714.5,17

0,43.671875,1611.75,20

0,46.125,1440.75,26

0,48.453125,1463.5,23

0,50.8125,1476.5,24

0,53.1875,1427.5,19

0,55.5,1527.75,28

0,57.90625,1470.0,20

0,60.359375,1314.75,19

0,62.625,1428.25,23

0,65.0625,1394.25,22

0,67.46875,1256.25,18

0,69.8125,1314.5,19

0,72.140625,1355.5,20

0,74.5,1349.0,24

0,77.0,1188.75,21

0,79.40625,1148.5,17

0,81.828125,1130.25,24

0,84.0,1248.75,9

0,86.4375,1262.75,19

0,88.875,1165.25,18

0,91.0625,1301.75,31

0,93.5625,1197.25,24

0,102.96875,1206.75,26

0,105.640625,960.75,12

0,108.125,864.5,25

0,110.5625,845.75,26

0,113.015625,788.0,19

0,115.578125,721.5,18

0,117.84375,725.0,16

0,120.078125,823.5,24

0,126.265625,1600.5,15

0,128.640625,1569.5,30

0,166.609375,1212.5,28

0,168.96875,1206.75,28

0,171.546875,1051.5,28

0,173.6875,1202.5,28

0,176.0625,1199.25,30

0,178.453125,1200.5,28

0,180.734375,1204.5,28

0,183.15625,1211.75,28

0,185.46875,1220.25,28

0,187.78125,1229.75,25

0,190.125,1244.0,23

0,192.53125,1263.75,22

0,194.859375,1279.75,31

0,197.171875,1298.75,31

0,199.5,1320.75,31

0,201.875,1343.5,28

0,204.1875,1377.0,29

0,206.546875,1408.75,30

0,208.9375,1445.75,25

0,213.59375,1568.5,32

0,215.890625,1617.0,28

0,218.21875,1685.25,30

0,220.5625,1749.5,27

0,222.859375,1834.0,27

0,225.171875,1918.5,26

0,232.046875,2359.0,19

0,234.34375,2515.5,20

0,236.671875,2702.0,17

0,241.328125,2959.5,26

0,243.703125,2902.5,28

0,246.046875,2864.0,25

0,248.40625,2828.75,28

0,250.765625,2798.75,27

0,253.109375,2769.0,25

0,255.46875,2752.0,24

0,257.8125,2730.0,26

0,260.1875,2719.75,26

0,262.53125,2714.25,26

0,264.875,2746.0,14

0,267.28125,2713.0,25

0,269.609375,2720.5,26

0,271.953125,2733.5,24

0,274.296875,2755.25,24

0,276.734375,2774.0,25

0,279.09375,2804.5,28

0,281.421875,2841.25,28

0,283.78125,2871.75,26

0,286.15625,2911.25,28

0,288.46875,3068.0,27

0,290.828125,3119.75,26

0,293.15625,3184.0,25

0,295.53125,3262.75,27

0,300.15625,3356.5,24

0,302.484375,3448.25,21

0,304.84375,3576.5,21

0,307.1875,3703.0,21

0,309.578125,3442.0,25

0,311.9375,3305.25,23

0,314.296875,3191.25,25

0,316.6875,3100.0,27

0,319.03125,2995.75,21

0,321.375,3088.75,21

0,347.578125,2421.0,9

1,349.953125,2416.0,11

0,352.3125,2407.0,15

0,354.640625,2403.75,15

0,357.015625,2401.5,15

0,359.359375,2406.75,14

0,1.71875,2417.75,11

0,6.3125,2924.0,28

0,8.6875,2956.25,27

0,11.125,2990.5,22

0,13.484375,3032.75,24

0,15.84375,3081.0,29

0,18.265625,2594.0,20

0,20.703125,2398.75,21

0,23.078125,2224.75,19

0,25.53125,2059.25,22

0,27.875,2065.75,22

0,30.265625,1986.25,11

0,32.71875,1800.75,15

0,35.140625,1730.25,26

0,37.5,1759.25,12

0,39.875,1686.25,19

0,42.296875,1591.25,26

0,44.65625,1622.5,27

0,47.15625,1446.5,23

0,49.484375,1466.75,24

0,51.875,1415.75,19

0,54.171875,1492.0,14

0,56.59375,1479.5,17

0,59.078125,1316.25,19

0,61.296875,1439.25,21

0,63.640625,1394.0,22

0,66.078125,1396.5,27

0,68.515625,1273.75,17

0,70.859375,1339.25,22

0,73.125,1361.25,29

0,75.671875,1207.5,24

0,77.984375,1181.0,18

0,80.484375,1127.5,27

0,82.8125,1155.75,13

0,85.0625,1263.75,21

0,87.546875,1172.0,13

0,92.140625,1296.25,14

0,104.25,1020.5,20

0,106.828125,903.25,18

0,109.140625,851.25,25

0,111.484375,842.75,26

0,114.109375,734.75,12

0,116.625,720.75,18

0,118.953125,747.5,11

0,121.15625,806.25,24

0,127.234375,1635.75,10

0,129.625,1524.75,22

0,165.296875,1218.75,28

0,167.640625,1211.0,28

0,169.984375,1203.75,28

0,172.46875,1053.25,32

0,174.734375,1200.0,28

0,177.046875,1200.0,28

0,179.4375,1203.5,28

0,181.78125,1205.25,28

0,184.15625,1212.75,28

0,186.484375,1221.25,28

0,188.828125,1235.75,25

0,191.171875,1249.5,22

0,193.5,1268.25,30

0,195.859375,1287.5,31

0,198.1875,1307.5,31

0,200.484375,1330.5,31

0,202.859375,1358.5,24

0,205.21875,1393.0,26

0,207.5625,1422.5,30

0,209.953125,1465.0,25

0,212.25,1536.25,28

0,214.578125,1586.75,29

0,216.890625,1643.0,26

0,219.21875,1708.25,27

0,221.5625,1783.25,25

0,223.890625,1865.25,27

0,226.1875,1953.25,26

0,233.046875,2423.5,21

0,235.34375,2595.5,19

0,242.34375,2939.75,27

0,244.703125,2888.25,28

0,247.0625,2847.75,27

0,249.40625,2813.25,28

0,251.796875,2786.0,27

0,254.171875,2757.25,24

0,256.5,2743.0,24

0,258.84375,2725.0,26

0,261.203125,2714.5,26

0,263.578125,2711.25,22

0,265.9375,2695.0,19

0,268.265625,2715.25,25

0,270.609375,2723.0,25

0,272.953125,2746.0,24

0,275.359375,2762.5,24

0,277.734375,2788.0,27

0,280.078125,2817.75,28

0,282.453125,2851.5,26

0,284.796875,2893.0,28

0,287.140625,2939.75,27

0,289.484375,3087.75,28

0,291.84375,3143.0,23

0,294.1875,3223.75,25

0,296.515625,3302.75,24

0,301.171875,3397.0,25

0,303.515625,3504.5,24

0,305.875,3620.75,17

0,308.203125,3741.25,18

0,310.609375,3386.5,24

0,312.984375,3266.75,29

0,315.34375,3143.0,22

0,317.6875,3051.25,25

0,320.078125,2948.75,26

0,346.296875,2436.0,10

0,348.59375,2422.0,10

1,350.9375,2406.0,13

0,353.296875,2400.25,14

0,355.703125,2402.25,17

0,358.046875,2404.5,14

0,0.390625,2418.25,12

0,2.75,2429.75,10

0,4.984375,2913.5,29

0,7.359375,2943.5,28

0,9.71875,2972.0,25

0,12.171875,3008.0,22

0,14.515625,3056.0,25

0,16.875,3105.0,27

0,19.328125,2510.25,20

0,21.734375,2319.0,20

0,24.140625,2143.5,23

0,26.5625,2044.5,23

0,28.921875,2101.75,22

0,31.34375,1948.25,29

0,33.78125,1787.25,27

0,36.171875,1705.75,28

0,38.546875,1661.75,29

0,40.921875,1711.75,21

0,43.3125,1607.75,19

0,45.765625,1445.25,23

0,48.171875,1461.75,22

0,50.53125,1475.75,24

0,52.875,1418.0,19

0,55.234375,1532.5,26

0,57.59375,1461.0,20

0,60.03125,1307.75,19

0,62.328125,1440.25,23

0,64.734375,1395.5,24

0,67.21875,1263.5,17

0,69.546875,1304.5,20

0,71.8125,1349.5,20

0,74.171875,1352.25,24

0,76.71875,1192.75,21

0,79.125,1154.75,15

0,81.4375,1127.5,27

0,86.09375,1270.0,26

0,88.546875,1159.0,26

0,90.828125,1300.75,28

0,93.21875,1208.0,19

0,102.640625,1213.25,21

0,105.328125,983.75,20

0,107.796875,869.0,26

0,110.296875,846.0,27

0,112.78125,756.75,13

0,115.3125,722.75,17

0,117.5625,724.0,17

0,119.671875,824.25,24

0,125.90625,1608.25,17

0,128.3125,1582.5,22

0,130.609375,1699.25,12

0,163.96875,1232.0,20

0,166.28125,1213.75,28

0,168.65625,1204.75,28

0,171.171875,1052.0,28

0,173.375,1200.25,28

0,175.765625,1199.75,28

0,178.078125,1199.5,30

0,180.421875,1204.0,28

0,182.765625,1211.5,28

0,185.109375,1215.25,28

0,187.515625,1226.5,28

0,189.890625,1241.0,23

0,192.15625,1258.5,22

0,194.546875,1277.0,31

0,196.84375,1296.75,31

0,199.171875,1315.0,31

0,201.5,1341.0,28

0,203.90625,1371.5,29

0,206.28125,1406.75,30

0,208.609375,1439.75,25

0,210.953125,1485.75,26

0,213.234375,1564.5,29

0,215.5625,1613.0,29

0,217.9375,1672.0,29

0,220.234375,1741.5,28

0,222.53125,1819.25,27

0,224.875,1905.0,26

0,227.140625,1996.75,22

0,231.71875,2338.0,19

0,234.03125,2495.75,20

0,236.328125,2674.0,18

0,240.984375,2958.0,18

0,243.34375,2910.25,29

0,245.703125,2868.75,27

0,248.078125,2828.75,28

0,250.453125,2801.25,28

0,252.8125,2774.75,26

0,255.1875,2754.75,24

0,257.53125,2732.0,26

0,259.875,2722.25,26

0,262.234375,2714.25,26

0,264.578125,2702.75,13

0,266.9375,2716.0,25

0,269.28125,2717.75,26

0,271.625,2732.5,24

0,274.0,2750.5,24

0,276.390625,2769.75,25

0,278.765625,2799.75,27

0,281.09375,2829.5,28

0,283.453125,2866.25,26

0,285.828125,2909.25,28

0,288.125,3000.5,19

0,290.5,3113.25,26

0,292.84375,3174.75,24

0,295.1875,3251.25,28

0,297.53125,3337.25,26

0,299.84375,3336.75,26

0,302.171875,3439.25,23

0,304.53125,3548.25,21

0,306.859375,3683.0,20

0,309.234375,3462.5,24

0,311.625,3323.5,25

0,313.96875,3206.75,26

0,316.359375,3108.25,26

0,318.703125,3013.75,21

0,321.0625,3070.75,20

0,347.234375,2426.75,10

1,349.59375,2417.0,10

0,351.953125,2403.5,16

0,354.3125,2403.5,14

0,356.703125,2405.0,14

0,359.046875,2415.5,13

0,1.390625,2414.5,11

0,6.046875,2921.75,29

0,8.359375,2952.5,27

0,10.8125,2986.25,22

0,13.125,3028.5,25

0,15.5,3075.75,28

0,17.875,3076.5,15

0,20.34375,2429.25,21

0,22.75,2246.25,20

0,25.1875,2077.0,22

0,27.59375,2048.75,21

0,29.921875,2122.0,27

0,32.34375,1855.25,28

0,34.796875,1724.75,31

0,37.1875,1740.0,9

0,39.578125,1676.0,19

0,41.953125,1582.25,30

0,44.3125,1622.5,25

0,46.84375,1441.75,24

0,49.15625,1470.25,24

0,51.5,1427.0,19

0,53.9375,1443.75,18

0,56.171875,1513.5,21

0,58.59375,1470.0,18

0,60.953125,1427.0,19

0,63.375,1391.25,20

0,65.703125,1396.25,25

0,68.171875,1263.0,16

0,70.453125,1333.0,22

0,72.78125,1362.25,29

0,75.34375,1209.5,16

0,77.75,1188.5,18

0,80.078125,1130.75,23

0,82.453125,1147.5,16

0,84.734375,1265.5,16

0,87.046875,1254.0,10

0,89.484375,1189.5,10

0,91.734375,1298.25,21

0,94.25,1192.75,27

0,103.796875,1032.5,20

0,106.34375,909.25,24

0,108.859375,854.75,22

0,111.21875,843.75,25

0,113.78125,741.0,12

0,116.234375,720.75,18

0,118.453125,738.0,12

0,120.765625,813.5,17

0,129.265625,1561.25,18

0,167.28125,1212.0,28

0,169.65625,1204.0,28

0,172.203125,1050.5,27

0,174.390625,1199.0,31

0,176.6875,1201.75,28

0,179.03125,1203.25,28

0,181.421875,1205.0,28

0,183.75,1211.5,28

0,186.0625,1221.25,27

0,188.421875,1232.75,26

0,190.78125,1247.25,22

0,193.109375,1266.75,30

0,195.515625,1284.75,31

0,197.796875,1305.25,31

0,200.125,1326.75,31

0,202.5,1353.25,24

0,204.890625,1385.75,27

0,207.203125,1419.0,30

0,209.5625,1458.5,25

0,211.84375,1535.0,22

0,214.234375,1579.0,31

0,216.515625,1638.0,26

0,218.890625,1699.5,28

0,221.171875,1776.0,25

0,223.515625,1855.5,28

0,225.84375,1940.25,27

0,232.6875,2399.75,21

0,234.953125,2568.5,18

0,237.265625,2754.25,16

0,241.984375,2946.25,27

0,244.3125,2894.25,28

0,246.703125,2855.75,27

0,249.0625,2821.75,28

0,251.390625,2790.25,28

0,253.78125,2762.0,25

0,256.125,2747.75,24

0,258.484375,2725.0,26

0,260.8125,2717.75,26

0,263.21875,2711.25,25

0,265.5625,2708.5,17

0,267.90625,2715.5,25

0,270.25,2725.75,25

0,272.59375,2743.0,24

0,275.015625,2759.25,24

0,277.375,2786.0,27

0,279.703125,2811.0,28

0,282.046875,2845.5,27

0,284.421875,2886.25,27

0,286.78125,2924.25,28

0,289.109375,3074.75,29

0,291.453125,3134.75,25

0,293.796875,3203.75,25

0,296.15625,3290.25,26

0,300.828125,3379.5,25

0,303.140625,3480.25,24

0,305.5,3604.0,19

0,307.828125,3748.75,20

0,310.203125,3424.75,22

0,312.59375,3275.0,29

0,314.953125,3176.75,24

0,317.3125,3065.5,26

0,319.6875,2960.5,24

0,345.9375,2437.0,10

0,348.234375,2417.75,9

1,350.609375,2416.25,12

0,352.9375,2406.0,15

0,355.328125,2405.25,18

0,357.65625,2406.0,14

0,0.046875,2407.5,13

0,2.359375,2424.25,10

0,4.65625,2910.5,28

0,7.0,2941.0,28

0,9.34375,2964.25,26

0,11.765625,3004.75,23

0,14.15625,3048.0,25

0,16.5,3100.5,28

0,18.953125,2542.5,19

0,21.390625,2341.75,19

0,23.765625,2173.0,22

0,26.171875,2036.75,21

0,28.5,2094.25,23

0,30.953125,1948.5,28

0,33.375,1786.5,26

0,35.8125,1723.5,15

0,38.1875,1660.75,23

0,40.53125,1706.75,19

0,43.0,1602.5,19

0,45.421875,1456.0,15

0,47.75,1456.75,22

0,50.125,1474.75,24

0,52.53125,1416.25,20

0,54.8125,1537.5,22

0,57.265625,1470.5,21

0,59.671875,1306.5,17

0,61.9375,1436.25,24

0,64.328125,1393.25,20

0,66.796875,1266.75,16

0,69.125,1293.0,20

0,71.46875,1343.75,24

0,73.8125,1353.25,24

0,76.359375,1199.75,24

0,78.75,1164.5,15

0,81.09375,1126.0,29

0,85.71875,1268.5,30

0,88.1875,1157.5,31

0,90.390625,1303.5,19

0,92.828125,1215.75,13

0,102.25,1244.75,10

0,104.921875,992.75,21

0,107.515625,881.25,19

0,109.8125,846.75,26

0,112.421875,753.75,12

0,114.890625,731.25,15

0,117.21875,721.25,18

0,119.3125,821.75,13

0,125.53125,1562.5,12

0,127.890625,1651.5,14

0,130.296875,1543.0,15

0,152.625,700.0,10

0,163.578125,1223.5,23

0,165.90625,1214.0,28

0,168.234375,1209.5,28

0,170.875,1051.0,26

0,173.03125,1200.25,28

0,175.34375,1200.0,28

0,177.6875,1200.5,28

0,180.0625,1203.5,28

0,182.484375,1208.0,28

0,184.796875,1214.5,28

0,187.140625,1225.5,27

0,189.515625,1237.25,23

0,191.84375,1253.75,22

0,194.125,1275.75,31

0,196.484375,1293.0,31

0,198.84375,1312.5,31

0,201.1875,1334.25,31

0,203.59375,1365.25,29

0,205.90625,1397.75,30

0,208.25,1436.75,25

0,210.5625,1478.0,24

0,212.90625,1553.0,31

0,215.21875,1605.0,30

0,217.5625,1663.75,30

0,219.890625,1727.5,29

0,222.203125,1805.0,28

0,224.53125,1894.0,27

0,226.765625,1984.25,24

0,231.328125,2317.0,20

0,233.671875,2468.0,20

0,236.015625,2641.75,19

0,243.015625,2916.5,28

0,245.34375,2875.0,26

0,247.71875,2842.0,28

0,250.0625,2806.5,28

0,252.453125,2777.25,26

0,254.8125,2756.25,24

0,257.171875,2738.0,23

0,259.515625,2719.75,26

0,261.875,2714.5,26

0,264.21875,2725.0,14

0,266.59375,2716.5,22

0,268.9375,2720.0,25

0,271.265625,2729.0,25

0,273.625,2748.75,24

0,276.046875,2769.25,25

0,278.375,2797.25,27

0,280.734375,2826.0,28

0,283.109375,2860.75,26

0,285.453125,2902.5,29

0,287.8125,2953.25,25

0,290.125,3107.5,27

0,292.484375,3169.0,25

0,294.828125,3239.75,25

0,297.171875,3321.0,25

0,299.5,3319.25,27

0,301.84375,3426.25,26

0,304.171875,3532.75,20

0,306.515625,3665.75,19

0,308.890625,3477.25,27

0,311.25,3353.25,25

0,313.640625,3226.25,25

0,316.0,3118.5,26

0,318.34375,3032.0,24

0,320.75,3002.0,16

0,346.921875,2430.25,9

0,349.25,2424.25,10

1,351.625,2406.5,14

0,353.96875,2403.5,16

0,356.34375,2398.75,14

0,358.71875,2407.75,14

0,1.046875,2422.0,11

0,5.671875,2920.25,29

0,8.046875,2950.0,27

0,10.375,2978.75,26

0,12.796875,3020.25,22

0,15.1875,3067.5,28

0,17.53125,3112.0,24

0,20.03125,2458.25,19

0,22.453125,2269.75,21

0,24.875,2100.5,22

0,27.21875,2062.5,21

0,29.578125,2122.5,24

0,32.03125,1857.0,27

0,34.5,1729.75,26

0,36.859375,1721.75,14

0,39.25,1670.25,20

0,41.65625,1589.75,21

0,44.0,1620.75,23

0,46.46875,1444.5,26

0,48.859375,1465.0,24

0,51.171875,1449.25,20

0,53.578125,1431.0,18

0,55.84375,1526.0,25

0,58.265625,1466.75,22

0,60.71875,1337.75,16

0,63.015625,1404.0,21

0,65.359375,1394.0,21

0,67.875,1256.5,18

0,70.1875,1331.5,20

0,72.453125,1360.5,29

0,74.90625,1350.75,24

0,77.359375,1186.5,21

0,79.78125,1132.0,19

0,82.125,1132.5,18

0,84.40625,1255.0,12

0,86.703125,1264.5,14

0,89.234375,1179.75,14

0,91.46875,1301.5,28

0,93.921875,1192.75,27

0,103.328125,1209.5,15

0,106.078125,924.0,16

0,108.46875,859.75,19

0,110.9375,843.0,25

0,113.359375,785.0,11

0,115.875,720.25,18

0,118.265625,731.75,14

0,120.359375,822.25,21

0,126.609375,1592.5,11

0,129.0,1562.25,27

0,153.75,680.25,13

0,164.640625,1222.75,15

0,167.015625,1211.5,28

0,169.40625,1204.25,28

0,171.859375,1048.75,28

0,174.0625,1199.5,30

0,176.46875,1199.75,28

0,178.84375,1203.0,28

0,181.171875,1204.0,28

0,183.46875,1211.25,28

0,185.796875,1220.75,28

0,188.203125,1231.5,25

0,190.546875,1246.25,22

0,192.890625,1265.25,30

0,195.171875,1283.75,31

0,197.578125,1299.75,31

0,199.921875,1322.5,31

0,202.265625,1348.5,24

0,204.578125,1382.0,29

0,206.9375,1417.0,30

0,209.28125,1456.5,25

0,213.9375,1573.0,31

0,216.25,1633.5,26

0,218.59375,1692.0,29

0,220.9375,1764.0,26

0,223.21875,1843.5,25

0,225.59375,1929.0,26

0,232.40625,2381.5,19

0,234.71875,2546.75,19

0,237.03125,2734.5,17

0,241.71875,2950.75,27

0,244.0625,2898.25,28

0,246.421875,2858.25,25

0,248.796875,2821.75,28

0,251.15625,2795.0,28

0,253.515625,2766.75,25

0,255.875,2748.0,24

0,258.234375,2725.25,26

0,260.59375,2716.25,26

0,262.9375,2711.75,26

0,265.3125,2697.75,13

0,267.65625,2713.75,25

0,270.015625,2722.5,25

0,272.359375,2742.25,23

0,274.75,2759.25,24

0,277.09375,2783.25,27

0,279.453125,2811.0,28

0,281.828125,2845.0,28

0,284.1875,2881.5,26

0,286.5,2920.75,27

0,288.859375,3068.5,27

0,291.21875,3129.0,26

0,293.5625,3195.5,26

0,295.90625,3273.5,28

0,298.28125,3370.25,21

0,300.5625,3369.25,24

0,302.890625,3468.75,24

0,305.21875,3587.0,20

0,307.578125,3720.25,20

0,309.984375,3448.75,24

0,312.359375,3291.25,26

0,314.71875,3184.75,26

0,317.078125,3073.0,27

0,319.453125,2975.75,22

0,321.765625,3118.5,16

0,345.6875,2441.0,10

0,347.96875,2429.25,11

1,350.34375,2418.0,11

0,352.703125,2401.5,15

0,355.078125,2402.5,16

0,357.40625,2403.75,14

0,359.78125,2413.0,14

0,2.140625,2420.5,10

0,4.390625,2906.5,25

0,6.75,2937.75,27

0,9.09375,2960.5,27

0,11.53125,2996.5,22

0,13.890625,3043.25,25

0,16.234375,3084.75,27

0,18.71875,2557.5,18

0,21.125,2367.0,19

0,23.546875,2186.75,19

0,25.96875,2040.5,21

0,28.3125,2082.75,24

0,30.6875,1952.0,22

0,33.15625,1792.75,27

0,35.546875,1740.25,16

0,37.921875,1667.75,17

0,40.265625,1701.5,19

0,42.703125,1595.0,21

0,45.0625,1634.0,20

0,47.546875,1451.0,23

0,49.921875,1471.0,24

0,52.34375,1415.5,19

0,54.609375,1534.25,23

0,56.984375,1472.0,20

0,59.484375,1307.25,19

0,61.71875,1440.75,22

0,64.109375,1391.5,21

0,66.453125,1399.75,25

0,68.859375,1304.0,15

0,71.234375,1347.25,22

0,73.59375,1354.25,24

0,76.0625,1201.0,25

0,78.421875,1166.25,16

0,80.90625,1125.75,28

0,83.203125,1171.75,11

0,85.5,1267.75,30

0,87.90625,1156.0,25

0,90.140625,1295.0,13

0,92.5625,1226.25,10

0,102.0,1256.0,11

0,104.734375,999.25,20

