newscan,angle,distance,quality
0,24.0625,2123.0,22

0,25.359375,2042.25,20

0,26.5625,2050.5,21

0,27.828125,2080.0,22

0,29.015625,2117.5,24

0,30.3125,1950.5,21

0,31.59375,1855.25,25

0,32.890625,1785.5,24

0,34.15625,1727.0,29

0,35.53125,1711.25,15

0,36.75,1734.75,10

0,38.03125,1656.25,24

0,39.265625,1677.25,17

0,40.484375,1710.0,21

0,41.796875,1583.0,28

0,43.046875,1608.0,19

0,44.28125,1622.75,24

0,45.6875,1441.0,23

0,46.859375,1445.25,21

0,48.125,1463.5,21

0,49.390625,1467.0,22

0,50.59375,1476.0,22

0,51.890625,1415.25,18

0,53.125,1430.75,17

0,54.3125,1537.5,21

0,55.546875,1524.25,24

0,56.828125,1466.5,19

0,58.125,1464.0,20

0,59.5625,1305.5,19

0,60.71875,1417.75,18

0,61.96875,1439.5,22

0,63.21875,1390.25,21

0,64.46875,1394.5,22

0,65.71875,1395.0,25

0,67.140625,1262.25,17

0,68.34375,1265.75,16

0,69.59375,1303.75,18

0,70.796875,1344.0,21

0,72.0625,1345.25,20

0,73.296875,1353.5,22

0,74.53125,1353.0,22

0,75.921875,1203.0,22

0,77.15625,1190.5,18

0,78.515625,1157.25,14

0,79.71875,1132.25,23

0,80.96875,1127.25,25

0,82.265625,1155.5,12

0,84.765625,1267.75,25

0,86.078125,1266.75,21

0,87.40625,1161.25,19

0,88.609375,1173.0,16

0,89.828125,1292.25,11

0,91.046875,1302.0,26

0,92.34375,1225.25,10

0,93.640625,1194.75,27

0,102.5,1156.25,23

0,103.921875,1044.25,21

0,105.28125,1008.5,20

0,106.59375,933.75,20

0,107.984375,896.25,22

0,109.359375,873.5,23

0,110.5625,865.5,25

0,111.8125,863.75,25

0,113.21875,827.25,11

0,114.46875,830.0,19

0,115.765625,795.25,15

0,117.0625,787.5,19

0,118.328125,788.75,19

0,119.5,799.0,15

0,120.71875,836.0,17

0,124.96875,1619.25,10

0,126.21875,1601.0,9

0,127.484375,1651.75,13

0,128.828125,1561.25,21

0,129.96875,1689.25,15

0,163.640625,1237.25,17

0,164.90625,1216.5,26

0,166.140625,1211.75,26

0,167.46875,1210.75,26

0,168.75,1206.5,26

0,169.984375,1203.75,26

0,171.4375,1049.5,25

0,172.546875,1202.75,26

0,173.890625,1202.25,26

0,175.140625,1201.75,26

0,176.40625,1202.0,26

0,177.625,1202.25,26

0,178.96875,1202.5,26

0,180.296875,1203.75,26

0,181.65625,1207.25,26

0,182.890625,1210.75,26

0,184.125,1213.5,26

0,185.421875,1218.0,26

0,186.765625,1225.0,26

0,187.984375,1231.5,24

0,189.25,1240.25,21

0,190.578125,1247.75,20

0,191.84375,1259.5,20

0,193.078125,1268.0,20

0,194.359375,1278.75,29

0,195.6875,1289.75,29

0,196.96875,1298.25,29

0,198.171875,1311.0,29

0,199.4375,1321.25,29

0,200.703125,1336.5,29

0,202.03125,1351.5,22

0,203.421875,1370.5,27

0,204.703125,1388.25,24

0,206.015625,1406.5,28

0,207.265625,1425.25,28

0,208.546875,1445.25,23

0,209.84375,1469.25,23

0,212.359375,1548.25,29

0,213.609375,1572.75,29

0,214.921875,1604.75,28

0,216.140625,1637.0,25

0,217.46875,1670.75,28

0,218.703125,1706.5,27

0,219.953125,1746.5,26

0,221.265625,1786.0,22

0,222.546875,1835.0,25

0,223.78125,1880.0,24

0,225.0625,1926.0,25

0,226.328125,1976.25,23

0,231.453125,2335.0,18

0,232.703125,2422.75,20

0,233.96875,2510.25,19

0,235.25,2616.0,19

0,236.5,2716.0,17

0,241.640625,2941.5,26

0,242.953125,2910.5,26

0,244.234375,2886.75,26

0,245.53125,2866.0,23

0,246.828125,2844.75,26

0,248.140625,2824.75,26

0,249.4375,2809.0,26

0,250.8125,2791.0,26

0,252.140625,2776.5,24

0,253.4375,2764.5,24

0,254.71875,2752.75,22

0,256.015625,2741.0,22

0,257.296875,2729.0,24

0,258.625,2725.0,24

0,259.9375,2718.25,24

0,261.21875,2713.5,24

0,262.5,2710.75,23

0,263.84375,2706.75,13

0,265.109375,2717.0,12

0,266.421875,2712.0,23

0,267.6875,2714.25,24

0,269.015625,2719.0,23

0,270.3125,2724.25,24

0,271.59375,2731.75,23

0,272.875,2741.75,22

0,274.203125,2754.75,22

0,275.671875,2767.25,23

0,277.0,2783.5,26

0,278.3125,2795.25,25

0,279.59375,2814.0,26

0,280.90625,2829.0,25

0,282.203125,2856.25,25

0,283.5,2873.0,24

0,284.8125,2892.25,26

0,286.109375,2914.25,26

0,287.4375,2952.0,24

0,288.71875,3078.75,25

0,290.03125,3110.5,25

0,291.3125,3136.5,22

0,292.625,3175.75,23

0,293.9375,3225.25,24

0,295.21875,3264.25,27

0,296.53125,3316.75,24

0,297.84375,3370.25,23

0,299.21875,3314.75,22

0,300.546875,3376.25,22

0,301.828125,3437.0,24

0,303.15625,3501.5,23

0,304.453125,3553.0,19

0,305.765625,3625.75,15

0,307.078125,3708.25,20

0,308.40625,3469.75,24

0,309.703125,3432.0,20

0,311.03125,3330.5,25

0,312.390625,3268.75,30

0,313.671875,3199.5,23

0,315.0,3138.0,22

0,316.328125,3086.0,25

0,317.65625,3037.5,24

0,318.984375,2974.5,22

0,320.296875,2986.25,15

0,345.859375,2433.25,10

0,347.234375,2432.25,11

0,348.546875,2417.0,10

0,349.90625,2418.25,13

1,351.21875,2404.25,13

0,352.578125,2405.5,15

0,353.90625,2399.75,13

0,355.21875,2398.5,13

0,356.546875,2406.75,14

0,357.875,2404.0,14

0,359.203125,2407.25,13

0,0.53125,2417.75,11

0,1.875,2426.0,9

0,4.4375,2907.25,26

0,5.765625,2923.0,26

0,7.0625,2942.75,27

0,8.421875,2954.5,26

0,9.71875,2973.0,24

0,11.21875,2993.25,21

0,12.578125,3024.5,22

0,13.921875,3052.5,24

0,15.234375,3075.25,26

0,16.59375,3107.75,25

0,18.0,2593.0,18

0,19.390625,2476.0,20

0,20.75,2370.75,19

0,22.125,2269.25,19

0,23.484375,2172.25,22

0,24.859375,2078.0,22

0,26.21875,2042.25,21

0,27.53125,2061.5,21

0,28.828125,2108.0,20

0,30.28125,1955.75,18

0,31.640625,1856.25,25

0,33.015625,1786.25,25

0,34.359375,1725.25,30

0,35.828125,1708.0,26

0,37.140625,1758.75,11

0,38.515625,1667.75,25

0,39.890625,1692.25,17

0,41.25,1592.5,17

0,42.625,1596.5,19

0,44.0,1621.25,24

0,45.421875,1453.25,20

0,46.796875,1445.75,22

0,48.078125,1463.75,21

0,49.421875,1470.5,22

0,50.828125,1461.0,20

0,52.15625,1415.25,19

0,53.46875,1440.75,17

0,54.765625,1528.5,25

0,56.125,1483.25,16

0,57.546875,1468.5,19

0,59.0,1313.5,18

0,60.34375,1323.0,21

0,61.59375,1440.5,22

0,63.046875,1391.0,19

0,64.375,1395.75,24

0,65.71875,1395.75,26

0,67.203125,1256.25,16

0,68.515625,1272.75,17

0,69.8125,1321.25,17

0,71.125,1345.5,21

0,72.5,1355.5,22

0,73.90625,1352.5,22

0,75.34375,1206.75,24

0,76.71875,1188.25,20

0,78.03125,1166.5,15

0,79.421875,1132.25,19

0,80.859375,1126.25,26

0,82.125,1149.0,14

0,84.90625,1268.0,26

0,86.1875,1267.0,16

0,87.65625,1157.75,28

0,89.03125,1181.0,11

0,90.3125,1294.75,23

0,91.578125,1303.25,17

0,93.046875,1207.0,19

0,100.609375,724.0,9

0,104.0625,1042.5,22

0,105.46875,1003.75,23

0,107.03125,925.0,17

0,108.453125,884.5,20

0,109.90625,869.5,26

0,111.265625,862.5,20

0,112.578125,865.25,25

0,114.125,824.0,20

0,115.5625,802.0,15

0,116.859375,787.75,19

0,118.328125,787.25,18

0,119.65625,798.5,16

0,120.90625,836.25,19

0,125.484375,1599.75,13

0,128.234375,1570.75,27

0,129.578125,1535.25,18

0,164.296875,1217.0,23

0,165.671875,1212.25,26

0,167.03125,1211.25,26

0,168.4375,1209.5,26

0,169.828125,1203.75,26

0,171.359375,1051.0,25

0,172.515625,1200.25,27

0,173.921875,1200.5,26

0,175.25,1202.25,26

0,176.609375,1202.5,26

0,178.0625,1202.25,26

0,179.53125,1200.0,26

0,180.90625,1204.25,26

0,182.203125,1210.5,26

0,183.59375,1211.75,26

0,185.015625,1219.5,26

0,186.390625,1221.25,26

0,187.71875,1230.75,24

0,189.078125,1237.5,21

0,190.5,1247.0,20

0,191.859375,1257.25,20

0,193.203125,1269.0,28

0,194.5625,1280.25,30

0,195.96875,1289.5,29

0,197.34375,1302.5,29

0,198.703125,1315.75,29

0,200.046875,1330.0,29

0,201.453125,1341.75,26

0,202.75,1359.75,22

0,204.328125,1381.25,27

0,205.6875,1398.75,28

0,207.0625,1419.75,28

0,208.421875,1441.25,23

0,209.75,1465.75,23

0,212.484375,1552.75,28

0,213.84375,1582.25,30

0,215.265625,1608.5,27

0,216.609375,1644.0,24

0,218.0,1689.5,28

0,219.359375,1727.0,28

0,220.6875,1773.5,24

0,222.09375,1816.25,26

0,223.453125,1863.0,25

0,224.78125,1918.5,25

0,226.171875,1969.0,24

0,231.625,2344.75,19

0,233.0,2439.0,19

0,234.375,2540.25,18

0,235.75,2644.5,18

0,237.078125,2760.0,16

0,241.234375,2949.25,25

0,242.640625,2914.5,27

0,244.03125,2889.0,24

0,245.40625,2866.75,24

0,246.8125,2845.75,26

0,248.203125,2824.75,26

0,249.59375,2806.0,26

0,251.078125,2793.0,26

0,252.453125,2771.5,23

0,253.859375,2761.0,23

0,255.265625,2749.0,21

0,256.65625,2738.75,22

0,258.03125,2727.5,24

0,259.4375,2719.75,24

0,260.828125,2714.5,24

0,262.21875,2709.0,24

0,263.625,2712.75,13

0,265.015625,2712.75,17

0,266.40625,2714.5,23

0,267.796875,2716.25,24

0,269.1875,2721.5,23

0,270.59375,2727.75,24

0,271.984375,2739.75,21

0,273.375,2749.75,22

0,274.90625,2760.0,22

0,276.34375,2773.25,24

0,277.734375,2793.5,25

0,279.140625,2809.5,26

0,280.546875,2822.5,25

0,281.921875,2847.75,26

0,283.328125,2867.5,24

0,284.734375,2892.25,27

0,286.125,2914.25,26

0,287.53125,2951.25,25

0,288.921875,3080.5,25

0,290.3125,3114.25,25

0,291.703125,3141.25,21

0,293.109375,3186.25,23

0,294.5,3240.25,24

0,295.90625,3289.25,25

0,297.28125,3340.5,24

0,298.75,3302.25,23

0,300.15625,3362.25,23

0,301.53125,3427.5,23

0,302.96875,3477.75,22

0,304.359375,3545.75,19

0,305.75,3627.0,15

0,307.15625,3711.5,21

0,308.5625,3472.75,27

0,309.984375,3396.0,21

0,311.421875,3313.5,24

0,312.828125,3254.75,24

0,314.21875,3177.75,24

0,315.65625,3117.5,25

0,317.078125,3060.0,23

0,318.46875,3003.0,19

0,319.890625,2946.0,23

0,321.265625,3114.75,19

0,345.765625,2433.25,10

0,347.1875,2434.5,11

0,348.625,2421.25,10

0,350.046875,2418.25,12

1,351.453125,2403.75,15

0,352.859375,2400.5,13

0,354.296875,2401.75,15

0,355.703125,2406.75,16

0,357.125,2403.0,14

0,358.5625,2404.75,15

0,359.96875,2417.5,11

0,1.390625,2417.5,9

0,4.140625,2909.75,27

0,5.546875,2918.25,27

0,6.96875,2942.25,27

0,8.40625,2952.0,25

0,9.78125,2974.25,24

0,11.359375,2995.75,20

0,12.765625,3026.75,20

0,14.21875,3056.0,24

0,15.625,3080.25,27

0,17.078125,3110.5,25

0,18.59375,2545.5,19

0,20.0625,2427.75,19

0,21.484375,2320.0,19

0,22.984375,2208.5,17

0,24.421875,2104.75,21

0,25.84375,2035.75,21

0,27.3125,2044.25,21

0,28.734375,2103.0,21

0,30.1875,1962.75,16

0,31.65625,1856.5,26

0,33.140625,1786.25,25

0,34.5625,1727.5,29

0,36.140625,1706.75,28

0,37.578125,1677.5,10

0,38.96875,1671.25,20

0,40.421875,1707.75,20

0,41.90625,1582.75,28

0,43.328125,1611.25,19

0,44.765625,1635.0,22

0,46.328125,1440.0,23

0,47.75,1457.25,21

0,49.15625,1466.75,22

0,50.546875,1475.5,22

0,52.015625,1415.5,19

0,53.5,1440.0,18

0,54.84375,1532.25,25

0,56.359375,1456.25,17

0,57.75,1469.75,21

0,59.3125,1306.75,21

0,60.703125,1406.25,13

0,62.140625,1440.0,22

0,63.59375,1389.5,21

0,64.96875,1394.0,21

0,66.46875,1404.0,20

0,68.015625,1254.75,16

0,69.34375,1295.5,20

0,70.796875,1336.0,20

0,72.203125,1346.0,20

0,73.6875,1352.25,22

0,75.203125,1204.0,24

0,76.6875,1188.0,21

0,78.15625,1166.5,15

0,79.609375,1131.5,20

0,81.0625,1127.25,26

0,82.453125,1156.0,13

0,83.921875,1251.5,10

0,85.3125,1268.5,21

0,86.75,1258.5,9

0,88.359375,1160.0,24

0,91.046875,1302.0,28

0,92.625,1216.5,12

0,94.078125,1196.25,22

0,102.75,1154.25,24

0,104.296875,1037.25,24

0,105.921875,965.5,15

0,107.46875,904.25,24

0,109.0,879.25,23

0,110.453125,866.25,25

0,111.875,863.5,25

0,113.46875,805.75,13

0,114.796875,825.25,11

0,116.4375,791.5,17

0,117.828125,787.25,19

0,119.234375,795.25,16

0,120.65625,818.0,9

0,125.53125,1600.0,13

0,126.984375,1635.0,11

0,128.421875,1569.5,28

0,129.890625,1545.5,13

0,163.625,1237.0,17

0,165.15625,1216.0,26

0,166.59375,1211.75,26

0,168.078125,1209.5,26

0,169.484375,1203.25,26

0,171.15625,1053.0,30

0,172.375,1200.75,23

0,173.890625,1202.0,26

0,175.296875,1200.0,26

0,176.78125,1202.25,26

0,178.203125,1202.5,26

0,179.703125,1203.5,26

0,181.25,1207.75,26

0,182.65625,1208.5,26

0,184.109375,1212.5,26

0,185.578125,1220.25,26

0,187.015625,1225.75,26

0,188.421875,1235.0,24

0,189.921875,1244.25,21

0,191.359375,1256.25,20

0,192.828125,1266.75,28

0,194.25,1277.75,30

0,195.703125,1289.5,29

0,197.140625,1299.25,29

0,198.640625,1313.0,29

0,200.078125,1329.75,29

0,201.484375,1342.5,26

0,203.078125,1361.0,27

0,204.578125,1384.0,25

0,205.96875,1403.25,28

0,207.453125,1426.5,28

0,208.921875,1451.0,23

0,210.375,1478.0,22

0,211.765625,1537.5,27

0,213.25,1567.75,30

0,214.6875,1595.0,27

0,216.171875,1635.5,25

0,217.59375,1671.75,29

0,219.015625,1720.75,28

0,220.4375,1760.0,25

0,221.90625,1810.5,26

0,223.359375,1860.25,26

0,224.78125,1911.75,25

0,226.21875,1969.25,24

0,232.015625,2370.0,18

0,233.453125,2473.5,21

0,234.890625,2580.0,19

0,236.34375,2696.5,17

0,240.6875,2959.25,16

0,242.171875,2922.75,26

0,243.65625,2893.75,25

0,245.109375,2872.25,24

0,246.609375,2846.5,24

0,248.0625,2826.0,26

0,249.5625,2806.75,26

0,251.078125,2790.25,26

0,252.578125,2772.25,23

0,254.046875,2756.75,23

0,255.53125,2746.25,22

0,257.03125,2737.25,22

0,258.484375,2724.25,24

0,259.984375,2718.25,24

0,261.4375,2712.75,24

0,262.921875,2713.75,23

0,264.390625,2785.25,24

0,265.84375,2727.5,19

0,267.328125,2715.25,24

0,268.796875,2719.75,24

0,270.28125,2721.75,24

0,271.765625,2731.25,23

0,273.203125,2743.5,22

0,274.875,2755.5,22

0,276.328125,2773.0,25

0,277.8125,2790.5,24

0,279.296875,2808.25,26

0,280.765625,2829.5,25

0,282.265625,2852.25,25

0,283.734375,2872.5,24

0,285.203125,2896.25,26

0,286.671875,2924.0,26

0,288.140625,3063.25,26

0,289.609375,3104.75,27

0,291.09375,3127.75,24

0,292.578125,3166.75,23

0,294.046875,3221.5,24

0,295.546875,3267.25,27

0,297.015625,3324.0,24

0,300.03125,3359.0,23

0,301.5,3425.75,26

0,302.984375,3479.0,22

0,304.453125,3557.25,19

0,305.9375,3648.5,17

0,307.421875,3726.0,20

0,308.921875,3463.0,22

0,310.4375,3376.25,23

0,311.90625,3293.0,25

0,313.4375,3224.25,24

0,314.921875,3151.0,19

0,316.40625,3088.75,25

0,317.90625,3042.75,24

0,319.375,2958.0,23

0,320.875,3074.75,20

0,345.1875,2436.75,10

0,346.703125,2431.75,10

0,348.234375,2426.25,10

0,349.71875,2415.5,11

1,351.21875,2404.0,12

0,352.75,2405.25,14

0,354.234375,2405.25,14

0,355.734375,2407.75,18

0,357.234375,2405.25,15

0,358.71875,2409.25,13

0,0.203125,2419.75,11

0,1.703125,2422.0,9

0,4.609375,2912.25,27

0,6.125,2920.25,27

0,7.625,2946.75,27

0,9.109375,2963.75,25

0,10.75,2987.25,20

0,12.25,3013.75,21

0,13.75,3049.5,24

0,15.25,3073.5,26

0,16.78125,3105.0,26

0,18.359375,2563.5,18

0,19.921875,2437.25,18

0,21.453125,2323.75,19

0,22.96875,2207.75,17

0,24.546875,2103.25,21

0,26.09375,2038.5,21

0,27.59375,2059.75,21

0,29.0625,2110.0,20

0,30.640625,1949.5,26

0,32.15625,1852.0,24

0,33.734375,1793.0,23

0,35.34375,1740.75,15

0,36.875,1734.0,10

0,38.390625,1661.0,24

0,39.921875,1691.25,18

0,41.46875,1585.25,24

0,42.953125,1605.75,19

0,44.515625,1623.0,25

0,46.09375,1440.0,23

0,47.625,1453.0,20

0,49.09375,1466.5,23

0,50.625,1475.75,22

0,52.21875,1416.25,19

0,53.640625,1442.75,18

0,55.140625,1528.5,27

0,56.671875,1477.0,19

0,58.1875,1463.5,20

0,59.828125,1307.25,20

0,61.3125,1438.5,19

0,62.859375,1401.75,20

0,64.328125,1395.5,23

0,65.90625,1395.25,26

0,67.46875,1255.25,15

0,68.953125,1283.75,19

0,70.515625,1333.75,19

0,72.0,1344.0,22

0,73.5,1353.25,23

0,75.125,1203.75,23

0,76.6875,1187.0,21

0,78.15625,1166.0,15

0,79.796875,1130.0,23

